"","generation","Sex","Treatments","ID","row_mean","Cohort","time","distance"
"1","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_10-1",195.5088,"AHR2Mo+BaP_F0",1,211.074
"2","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_11-1",210.674,"AHR2Mo+BaP_F0",1,231.517
"3","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_12-1",253.55325,"AHR2Mo+BaP_F0",1,179.948
"4","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_13-1",279.519,"AHR2Mo+BaP_F0",1,455.459
"5","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_14-1",157.4151,"AHR2Mo+BaP_F0",1,175.961
"6","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_15-1",149.93625,"AHR2Mo+BaP_F0",1,160.046
"7","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_16-1",204.43195,"AHR2Mo+BaP_F0",1,253.869
"8","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_5-1",163.76665,"AHR2Mo+BaP_F0",1,188.709
"9","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_5-2",279.81805,"AHR2Mo+BaP_F0",1,288.519
"10","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_6-1",216.75075,"AHR2Mo+BaP_F0",1,235.62
"11","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_6-2",301.6386,"AHR2Mo+BaP_F0",1,336.66
"12","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_7-1",241.9657,"AHR2Mo+BaP_F0",1,252.121
"13","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_7-2",244.69595,"AHR2Mo+BaP_F0",1,156.036
"14","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_8-1",198.85865,"AHR2Mo+BaP_F0",1,173.494
"15","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_8-2",257.97425,"AHR2Mo+BaP_F0",1,227.627
"16","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_9-1",301.22705,"AHR2Mo+BaP_F0",1,399.244
"17","F0",NA,"AHR2Mo+BaP","AHR_5uM_BaP-NA-Arena_9-2",328.82185,"AHR2Mo+BaP_F0",1,406.916
"18","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_10-1",147.1656,"AHR2Mo+DMSO_F0",1,134.648
"19","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_10-2",199.05715,"AHR2Mo+DMSO_F0",1,177.407
"20","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_11-1",204.73785,"AHR2Mo+DMSO_F0",1,237.421
"21","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_11-2",235.09955,"AHR2Mo+DMSO_F0",1,268.447
"22","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_12-1",179.9902,"AHR2Mo+DMSO_F0",1,155.365
"23","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_12-2",246.33415,"AHR2Mo+DMSO_F0",1,227.049
"24","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_13-1",180.6402,"AHR2Mo+DMSO_F0",1,190.011
"25","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_13-2",180.85605,"AHR2Mo+DMSO_F0",1,177.8
"26","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_14-1",126.90725,"AHR2Mo+DMSO_F0",1,163.911
"27","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_14-2",177.84325,"AHR2Mo+DMSO_F0",1,257.277
"28","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_15-1",211.75,"AHR2Mo+DMSO_F0",1,194.651
"29","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_15-2",208.3864,"AHR2Mo+DMSO_F0",1,240.787
"30","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_16-1",302.9069,"AHR2Mo+DMSO_F0",1,283.823
"31","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_16-2",227.77675,"AHR2Mo+DMSO_F0",1,188.183
"32","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_5-1",130.25295,"AHR2Mo+DMSO_F0",1,120.263
"33","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_5-2",151.2624,"AHR2Mo+DMSO_F0",1,145.932
"34","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_6-1",202.7961,"AHR2Mo+DMSO_F0",1,159.496
"35","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_6-2",227.324,"AHR2Mo+DMSO_F0",1,195.045
"36","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_7-1",223.789,"AHR2Mo+DMSO_F0",1,186.454
"37","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_7-2",226.27375,"AHR2Mo+DMSO_F0",1,250.708
"38","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_8-1",150.11315,"AHR2Mo+DMSO_F0",1,137.176
"39","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_8-2",323.6054,"AHR2Mo+DMSO_F0",1,276.663
"40","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_9-1",158.1149,"AHR2Mo+DMSO_F0",1,136.289
"41","F0",NA,"AHR2Mo+DMSO","AHR_DMSO-NA-Arena_9-2",289.4825,"AHR2Mo+DMSO_F0",1,320.157
"42","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_10-1",186.9339,"CoMo+BaP_F0",1,204.553
"43","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_10-2",225.7094,"CoMo+BaP_F0",1,276.475
"44","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_11-1",278.7549,"CoMo+BaP_F0",1,289.698
"45","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_11-2",275.66665,"CoMo+BaP_F0",1,240.879
"46","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_12-1",221.96465,"CoMo+BaP_F0",1,227.903
"47","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_12-2",240.4375,"CoMo+BaP_F0",1,237.115
"48","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_13-1",156.0913,"CoMo+BaP_F0",1,154.287
"49","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_13-2",270.44495,"CoMo+BaP_F0",1,248.203
"50","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_14-1",323.8425,"CoMo+BaP_F0",1,349.738
"51","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_14-2",282.5156,"CoMo+BaP_F0",1,306.197
"52","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_15-1",296.5967,"CoMo+BaP_F0",1,322.23
"53","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_15-2",225.0162,"CoMo+BaP_F0",1,241.29
"54","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_16-1",151.4778,"CoMo+BaP_F0",1,172.056
"55","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_16-2",182.34235,"CoMo+BaP_F0",1,202.52
"56","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_5-1",207.90455,"CoMo+BaP_F0",1,245.786
"57","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_5-2",210.2958,"CoMo+BaP_F0",1,205.48
"58","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_6-1",141.1111,"CoMo+BaP_F0",1,141.037
"59","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_6-2",252.40575,"CoMo+BaP_F0",1,305.998
"60","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_7-1",225.2284,"CoMo+BaP_F0",1,219.266
"61","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_7-2",187.987,"CoMo+BaP_F0",1,194.576
"62","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_8-1",276.67305,"CoMo+BaP_F0",1,305.566
"63","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_8-2",265.6439,"CoMo+BaP_F0",1,254.604
"64","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_9-1",288.0154,"CoMo+BaP_F0",1,320.649
"65","F0",NA,"CoMo+BaP","COMO_5uM_BaP-NA-Arena_9-2",198.043,"CoMo+BaP_F0",1,246.695
"66","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_10-1",390.63755,"CoMo+DMSO_F0",1,285.404
"67","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_11-1",250.87085,"CoMo+DMSO_F0",1,433.063
"68","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_12-1",468.47765,"CoMo+DMSO_F0",1,408.393
"69","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_13-1",28.1133,"CoMo+DMSO_F0",1,0
"70","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_14-1",172.5891,"CoMo+DMSO_F0",1,191.744
"71","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_15-1",212.7276,"CoMo+DMSO_F0",1,221.179
"72","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_16-1",193.62875,"CoMo+DMSO_F0",1,205.968
"73","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_5-1",237.99235,"CoMo+DMSO_F0",1,263.304
"74","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_6-1",274.76455,"CoMo+DMSO_F0",1,244.845
"75","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_7-1",219.8503,"CoMo+DMSO_F0",1,230.673
"76","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_8-1",255.24695,"CoMo+DMSO_F0",1,187.793
"77","F0",NA,"CoMo+DMSO","COMO_DMSO-NA-Arena_9-1",176.6232,"CoMo+DMSO_F0",1,175.173
"78","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_1-21",292.47495,"AHR2Mo+BaP_F1",1,265.168
"79","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_1-37",157.4441,"AHR2Mo+BaP_F1",1,253.501
"80","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_1-49",267.8126,"AHR2Mo+BaP_F1",1,301.495
"81","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_1-5",341.8601,"AHR2Mo+BaP_F1",1,349.704
"82","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_5-14",179.84175,"AHR2Mo+BaP_F1",1,178.677
"83","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_5-30",186.67785,"AHR2Mo+BaP_F1",1,208.585
"84","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_5-46",288.2886,"AHR2Mo+BaP_F1",1,420.309
"85","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_13-1",184.9126,"AHR2Mo+BaP_F1",1,153.586
"86","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_13-17",265.4485,"AHR2Mo+BaP_F1",1,219.197
"87","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_13-33",245.6719,"AHR2Mo+BaP_F1",1,373.674
"88","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_14-18",259.9087,"AHR2Mo+BaP_F1",1,296.428
"89","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_14-2",187.8363,"AHR2Mo+BaP_F1",1,172.042
"90","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_14-34",258.7394,"AHR2Mo+BaP_F1",1,224.228
"91","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_2-22",562.57735,"AHR2Mo+BaP_F1",1,477.314
"92","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_2-38",248.6247,"AHR2Mo+BaP_F1",1,258.287
"93","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_2-50",222.3198,"AHR2Mo+BaP_F1",1,203.844
"94","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_2-6",225.24155,"AHR2Mo+BaP_F1",1,214.347
"95","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_5-25",210.847,"AHR2Mo+BaP_F1",1,219.332
"96","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_5-41",278.2339,"AHR2Mo+BaP_F1",1,359.256
"97","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_5-53",281.26905,"AHR2Mo+BaP_F1",1,260.437
"98","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_5-9",376.8762,"AHR2Mo+BaP_F1",1,308.451
"99","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_6-5",313.32575,"AHR2Mo+BaP_F1",1,295.856
"100","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_6-26",223.78395,"AHR2Mo+BaP_F1",1,277.689
"101","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_6-42",305.9583,"AHR2Mo+BaP_F1",1,316.338
"102","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_6-54",233.89495,"AHR2Mo+BaP_F1",1,211.36
"103","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_9-13",244.27885,"AHR2Mo+BaP_F1",1,229.204
"104","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_9-29",177.86915,"AHR2Mo+BaP_F1",1,239.832
"105","F1","F","AHR2Mo+BaP","AHR_5<b5>M_Bap-F-Arena_9-45",270.4686,"AHR2Mo+BaP_F1",1,268.994
"106","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_11-15",119.84985,"AHR2Mo+BaP_F1",1,176.728
"107","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_11-31",328.28235,"AHR2Mo+BaP_F1",1,235.101
"108","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_11-47",289.5752,"AHR2Mo+BaP_F1",1,319.261
"109","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_12-16",229.5177,"AHR2Mo+BaP_F1",1,312.927
"110","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_12-32",377.09855,"AHR2Mo+BaP_F1",1,376.443
"111","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_12-48",155.6264,"AHR2Mo+BaP_F1",1,207.4
"112","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_15-19",242.28825,"AHR2Mo+BaP_F1",1,256.298
"113","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_15-3",265.34405,"AHR2Mo+BaP_F1",1,275.557
"114","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_15-35",235.97215,"AHR2Mo+BaP_F1",1,237.315
"115","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_16-20",224.59515,"AHR2Mo+BaP_F1",1,285.576
"116","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_16-36",283.69455,"AHR2Mo+BaP_F1",1,374.729
"117","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_16-4",200.77595,"AHR2Mo+BaP_F1",1,286.083
"118","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_3-23",208.36275,"AHR2Mo+BaP_F1",1,231.721
"119","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_3-39",346.7557,"AHR2Mo+BaP_F1",1,402.444
"120","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_3-51",494.0766,"AHR2Mo+BaP_F1",1,641.355
"121","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_3-7",266.1664,"AHR2Mo+BaP_F1",1,308.348
"122","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_4-24",257.88855,"AHR2Mo+BaP_F1",1,246.471
"123","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_4-40",244.03885,"AHR2Mo+BaP_F1",1,370.068
"124","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_4-52",326.308,"AHR2Mo+BaP_F1",1,325.83
"125","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_4-8",272.89615,"AHR2Mo+BaP_F1",1,325.32
"126","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_7-11",223.71195,"AHR2Mo+BaP_F1",1,279.611
"127","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_7-27",488.3096,"AHR2Mo+BaP_F1",1,432.936
"128","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_7-43",261.89665,"AHR2Mo+BaP_F1",1,444.538
"129","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_7-55",367.58005,"AHR2Mo+BaP_F1",1,478.574
"130","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_8-12",288.92285,"AHR2Mo+BaP_F1",1,290.244
"131","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_8-28",268.2528,"AHR2Mo+BaP_F1",1,205.548
"132","F1","M","AHR2Mo+BaP","AHR_5<b5>M_Bap-M-Arena_8-44",229.45135,"AHR2Mo+BaP_F1",1,267.574
"133","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_1-25",251.36645,"AHR2Mo+DMSO_F1",1,242.788
"134","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_1-9",379.86735,"AHR2Mo+DMSO_F1",1,415.466
"135","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_5-18",274.56595,"AHR2Mo+DMSO_F1",1,271.563
"136","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_5-2",363.3351,"AHR2Mo+DMSO_F1",1,276.039
"137","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_5-34",349.97725,"AHR2Mo+DMSO_F1",1,429.061
"138","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_13-21",270.90365,"AHR2Mo+DMSO_F1",1,266.28
"139","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_13-5",235.3626,"AHR2Mo+DMSO_F1",1,173.234
"140","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_14-22",186.56495,"AHR2Mo+DMSO_F1",1,186.412
"141","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_14-6",240.8402,"AHR2Mo+DMSO_F1",1,252.423
"142","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_2-5",411.0823,"AHR2Mo+DMSO_F1",1,442.256
"143","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_2-26",257.52115,"AHR2Mo+DMSO_F1",1,252.913
"144","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_5-13",251.0178,"AHR2Mo+DMSO_F1",1,246.306
"145","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_5-29",287.9574,"AHR2Mo+DMSO_F1",1,269.186
"146","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_6-14",291.1941,"AHR2Mo+DMSO_F1",1,366.216
"147","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_6-30",342.051,"AHR2Mo+DMSO_F1",1,282.933
"148","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_9-1",283.0584,"AHR2Mo+DMSO_F1",1,234.489
"149","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_9-17",332.6857,"AHR2Mo+DMSO_F1",1,338.682
"150","F1","F","AHR2Mo+DMSO","AHR_DMSO-F-Arena_9-33",308.3445,"AHR2Mo+DMSO_F1",1,292.674
"151","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_11-19",321.2684,"AHR2Mo+DMSO_F1",1,360.883
"152","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_11-3",53.3461,"AHR2Mo+DMSO_F1",1,209.039
"153","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_11-35",379.79585,"AHR2Mo+DMSO_F1",1,466.605
"154","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_12-20",374.27535,"AHR2Mo+DMSO_F1",1,282.393
"155","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_12-4",299.82635,"AHR2Mo+DMSO_F1",1,289.807
"156","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_15-23",401.44585,"AHR2Mo+DMSO_F1",1,387.106
"157","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_15-7",230.24325,"AHR2Mo+DMSO_F1",1,210.261
"158","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_16-24",349.46295,"AHR2Mo+DMSO_F1",1,351.316
"159","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_16-8",295.9622,"AHR2Mo+DMSO_F1",1,322.379
"160","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_3-11",488.39625,"AHR2Mo+DMSO_F1",1,520.048
"161","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_3-27",385.3234,"AHR2Mo+DMSO_F1",1,368.368
"162","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_4-12",279.7505,"AHR2Mo+DMSO_F1",1,285.976
"163","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_4-28",339.013,"AHR2Mo+DMSO_F1",1,413.524
"164","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_7-15",308.5824,"AHR2Mo+DMSO_F1",1,450.562
"165","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_7-31",197.26615,"AHR2Mo+DMSO_F1",1,219.671
"166","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_8-16",312.7457,"AHR2Mo+DMSO_F1",1,263.698
"167","F1","M","AHR2Mo+DMSO","AHR_DMSO-M-Arena_8-32",200.36385,"AHR2Mo+DMSO_F1",1,223.882
"168","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_1-13",284.5401,"CoMo+BaP_F1",1,209.217
"169","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_1-29",201.94045,"CoMo+BaP_F1",1,173.341
"170","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_1-41",208.0133,"CoMo+BaP_F1",1,208.815
"171","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_1-53",273.9884,"CoMo+BaP_F1",1,237.025
"172","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_1-61",202.3437,"CoMo+BaP_F1",1,283.852
"173","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-22",273.08575,"CoMo+BaP_F1",1,322.631
"174","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-38",300.1932,"CoMo+BaP_F1",1,296.652
"175","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-50",373.6764,"CoMo+BaP_F1",1,386.76
"176","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-6",479.75245,"CoMo+BaP_F1",1,457.817
"177","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_13-25",313.09455,"CoMo+BaP_F1",1,352.707
"178","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_13-9",258.13245,"CoMo+BaP_F1",1,281.629
"179","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_14-5",255.3383,"CoMo+BaP_F1",1,263.901
"180","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_14-26",227.39895,"CoMo+BaP_F1",1,217.073
"181","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_2-14",256.9341,"CoMo+BaP_F1",1,246.275
"182","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_2-30",285.0353,"CoMo+BaP_F1",1,352.696
"183","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_2-42",450.8831,"CoMo+BaP_F1",1,351.226
"184","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_2-54",411.85155,"CoMo+BaP_F1",1,386.881
"185","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_2-62",293.6572,"CoMo+BaP_F1",1,337.317
"186","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-1",313.65395,"CoMo+BaP_F1",1,435.872
"187","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-17",201.3028,"CoMo+BaP_F1",1,218.007
"188","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-33",430.69095,"CoMo+BaP_F1",1,373.239
"189","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-45",277.93145,"CoMo+BaP_F1",1,239.997
"190","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_5-57",307.924,"CoMo+BaP_F1",1,275.939
"191","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_6-18",175.64465,"CoMo+BaP_F1",1,168.607
"192","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_6-2",354.5408,"CoMo+BaP_F1",1,231.123
"193","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_6-34",271.3889,"CoMo+BaP_F1",1,267.743
"194","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_6-46",354.10785,"CoMo+BaP_F1",1,378.958
"195","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_6-58",264.58945,"CoMo+BaP_F1",1,237.708
"196","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_9-21",513.23885,"CoMo+BaP_F1",1,516.795
"197","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_9-37",91.48295,"CoMo+BaP_F1",1,286.393
"198","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_9-49",313.5135,"CoMo+BaP_F1",1,339.233
"199","F1","F","CoMo+BaP","COMO_5<b5>M_Bap-F-Arena_9-5",235.88875,"CoMo+BaP_F1",1,244.361
"200","F1","M","CoMo+BaP","COMO_5<b5>M_Bap-M-Arena_11-23",267.29415,"CoMo+BaP_F1",1,284.518
"201","F1","M","CoMo+BaP","COMO_5<b5>M_Bap-M-Arena_11-39",337.7131,"CoMo+BaP_F1",1,462.825
"202","F1","M","CoMo+BaP","COMO_5<b5>M_Bap-M-Arena_11-51",428.14135,"CoMo+BaP_F1",1,478.186
