generation,gender,treatment,ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 11-NA,224.401,284.231,273.721,200.511,300.265,267.001,243.803,280.835,285.434,257.073,258.002,243.317,311.922,244.276,245.298,235.18,197.3,228.601,229.875,223.96,264.781,214.453,318.073,293.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 12-1,268.817,283.308,254.388,258.481,261.552,267.111,286.032,204.972,280.681,285.929,227.903,262.004,277.124,219.447,187.626,210.875,194.214,196.558,217.511,209.761,239.412,207.231,222.766,275.048,171.823,264.217,215.234,255.732,170.934,213.873,197.347,185.816,201.642,172.612,191.032,188.4,190.977
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 12-2,275.475,269.3,268.839,240.358,276.197,260.871,275.456,227.385,245.459,237.976,237.115,240.863,206.162,224.003,198.739,240.177,223.871,198.637,239.071,197.586,215.506,234.578,240.772,306.218,298.15,279.194,249.766,235.89,294.038,248.414,304.957,280.412,254.398,299.573,228.486,255.927,82.105
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 12-NA,190.065,161.072,184.095,151.19,176.21,166.815,169.153,188.619,187.519,172.698,162.632,195.33,173.745,168.661,181.501,187.595,185.116,162.344,187.677,189.682,167.678,195.93,170.434,130.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 13-1,325.284,260.322,237.342,241.93,154.663,112.928,146.005,131.181,176.333,116.744,154.287,126.201,156.733,150.085,185.633,165.519,144.737,113.53,164.272,126.528,111.783,127.536,181.549,132.143,254.925,182.957,178.928,178.528,138.584,147.368,116.151,168.069,187.513,94.67,94.23,90.878,177.578
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 13-2,285.978,274.353,265.303,241.403,270.852,287.46,270.416,244.489,234.831,302.779,248.203,264.843,184.679,286.208,279.303,187.705,242.247,281.074,234.739,266.087,241.76,244.997,283.151,372.12,314.876,325.028,307.794,252.08,324.632,267.373,294.533,257.687,279.646,306.407,245.622,273.659,82.268
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 13-NA,173.821,200.682,172.392,186.142,165.044,146.373,168.241,166.023,185.6,182.047,161.65,150.427,158.082,150.568,144.252,157.867,155.632,164.256,149.075,152.56,143.321,139.438,150.336,127.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 14-1,398.951,488.943,352.928,274.926,343.82,358.292,278.886,361.216,342.01,282.182,349.738,363.774,338.002,355.26,362.366,349.904,345.873,266.618,346.331,306.272,276.469,321.857,317.79,257.73,323.234,335.487,299.945,306.086,316.01,338.104,378.801,303.473,377.307,270.821,259.503,407.953,369.046
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 14-2,327.157,343.48,275.324,317.594,330.629,280.139,281.551,263.522,290.036,272.261,306.197,261.05,304.94,290.421,280.467,269.847,273.963,282.816,277.422,271.567,279.329,284.893,296.206,283.188,275.332,259.486,253.708,349.928,282.434,267.118,298.27,288.627,295.144,290.141,271.814,288.273,90.325
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 14-NA,205.078,153.894,188.518,332.764,298.777,220.52,197.044,242.894,219.444,252.003,219.862,269.975,165.722,133.521,269.039,274.319,325.796,333.811,322.416,328.119,289.861,316.024,283.554,234.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 15-1,366.396,463.512,450.708,432.794,350.039,263.821,411.743,443.43,372.924,341.424,322.23,271.127,268.678,317.865,294.526,307.885,250.157,230.317,250.479,284.933,238.261,287.298,257.008,326.114,330.893,315.447,301.684,314.565,373.343,389.124,322.155,282.103,296.254,241.124,286.421,252.242,225.274
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 15-2,138.082,342.951,313.199,249.067,277.726,297.159,246.636,267.113,213.91,201.419,241.29,288.842,223.418,282.129,213.218,198.153,221.768,174.44,250.011,160.249,183.165,345.888,222.432,259.034,285.55,227.257,148.347,229.765,243.908,101.46,152.149,166.51,154.513,267.933,250.823,234.843,36.979
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 15-NA,278.474,217.124,211.857,194.545,213.952,162.975,206.536,258.002,229.479,207.952,191.981,187.021,187.017,158.437,180.325,159.027,165.029,185.064,194.119,202.911,207.488,213.979,194.563,157.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 16-1,190.563,185.068,229.201,192.816,129.235,223.528,248.284,241.263,126.231,103.338,172.056,208.589,156.259,153.539,151.583,149.884,141.919,162.34,174.783,147.953,165.285,155.657,178.863,61.783,168.2,150.347,135.301,150.817,105.079,139.319,188.714,186.019,158.986,131.024,172.898,171.912,172.101
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 16-2,224.065,196.805,249.434,261.604,234.704,247.317,207.518,211.163,210.193,205.422,202.52,208.931,214.966,188.822,179.98,163.933,209.682,189.447,157.687,113.611,180.951,177.358,172.34,204.714,195.503,187.41,185.798,175.711,154.089,183.394,207.551,182.097,210.71,152.704,147.044,165.93,61.966
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 16-NA,219.923,187.059,203.435,245.236,223.859,219.33,174.4,226.435,216.6,237.068,233.674,239.035,226.06,225.13,201.032,232.391,216.696,197.511,201.881,196.441,192.319,203.296,205.6,162.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 5-1,210.038,189.5,218.59,215.27,159.677,194.307,177.87,233.177,171.779,175.609,245.786,323.68,216.751,201.758,222.439,215.247,195.918,183.211,187.172,179.368,197.565,169.842,177.009,175.232,226.925,206.343,145.919,307.076,198.005,182.845,199.892,154.217,302.637,215.308,228.702,188.974,169.026
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 5-2,270.182,305.257,242.089,250.757,294.093,256.217,292.83,249.14,247.731,237.334,205.48,210.672,239.154,218.097,219.199,210.628,219.49,204.272,264,199.985,216.292,246.822,194.451,186.468,198.469,180.883,189.31,191.798,199.864,210.582,187.188,189.027,204.416,249.796,197.476,186.497,54.074
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 5-NA,178.997,168.693,169.947,98.849,156.935,176.842,192.732,190.114,165.881,179.338,178.813,145.733,167.148,214.12,171.133,168.849,169.677,168.499,168.142,170.856,157.57,159.956,134.303,139.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 6-1,132.572,138.851,144.956,139.32,123.297,124.399,127.225,139.418,131.5,138.33,141.037,145.566,131.598,116.506,148.255,127.652,136.569,134.842,164.077,132.656,137.498,133.676,134.012,160.197,141.061,153.117,143.567,148.01,147.499,144.827,138.112,130.613,145.215,135.159,122.184,137.62,129.434
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 6-2,241.322,237.75,241.081,215.791,231.784,281.855,303.38,273.809,272.403,293.033,305.998,288.16,281.213,254.41,237.023,262.423,223.045,245.95,255.794,261.814,262.253,243.602,214.208,222.456,238.619,228.595,239.93,314.361,241.622,226.639,264.877,245.574,332.468,370.05,358.936,377.435,109.969
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 6-NA,365.862,279.404,283.672,333.655,430.369,288.864,292.572,297.511,368.047,304.356,356.8,335.07,301.213,357.188,328.842,380.456,305.94,312.203,372.391,404.775,294.935,247.88,269.11,287.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 7-1,346.422,275.694,289.806,247.207,244.456,264.001,248.762,261.223,223.823,263.202,219.266,193.183,208.097,215.062,151.545,202.61,228.148,278.072,221.175,260.954,240.101,222.316,183.344,238.876,205.879,214.779,229.445,252.394,261.385,277.937,178.367,195.777,235.925,243.661,199.817,279.999,188.918
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 7-2,255.618,200.003,194.524,183.156,204.194,187.976,194.053,193.815,204.558,187.188,194.576,175.678,197.623,209.536,190.014,184.916,203.799,173.409,204.704,179.987,226.516,184.915,190.055,234.635,203.493,153.432,150.559,172.745,167.876,161.272,182.002,195.3,187.902,165.652,179.261,220.326,43.538
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 7-NA,158.872,152.921,171.441,165.566,174.561,169.087,146.942,170.457,165.809,182.757,175.964,151.489,156.801,145.491,141.181,156.931,174.998,153.487,163.914,162.579,176.567,171.937,157.075,128.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 8-1,356.37,367.912,376.876,335.595,362.615,343.61,397.4,376.66,339.769,282.31,305.566,299.366,254.971,269.678,302.857,293.415,299.831,292.115,239.367,246.432,312.605,279.124,343.739,346.57,258.428,199.168,207.07,247.342,283.485,252.332,234.411,253.015,267.074,260.137,260.114,273.902,358.249
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 8-2,401.271,285.23,225.138,269.992,224.051,232.727,287.737,237.947,246.034,248.089,254.604,306.841,289.154,296.02,262.477,250.971,257.803,248.664,233.033,231.581,238.468,234.129,238.073,254.01,290.074,314.623,266.02,301.768,281.796,262.769,304.973,254.421,300.567,317.614,323.464,313.567,95.613
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 8-NA,285.29,187.298,182.901,186.912,194.24,192.734,222.652,213.58,257.71,216.197,289.233,194.309,203.124,173.727,198.758,215.404,171.358,202.518,187.118,208.311,292.066,264.1,202.495,186.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 9-1,318.659,283.473,294.302,285.9,329.861,312.818,357.977,334.825,307.125,340.427,320.649,301.625,291.737,294.661,332.418,330.02,291.012,307.792,273.183,296.567,283.85,326.087,306.885,296.554,233.839,246.556,250.152,282.101,231.356,263.264,242.583,252.272,324.648,279.662,227.822,234.568,200.412
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 9-2,299.492,225.95,237.762,211.948,286.292,324.148,234.61,273.069,224.858,197.556,246.695,244.814,176.135,217.231,192.883,182.382,216.345,166.554,219.508,173.165,193.615,172.236,180.095,174.048,182.321,211.016,218.843,196.99,193.125,202.859,193.364,324.9,218.577,184.848,210.786,181.684,52.231
GO000012-F0,NA,COMO 5uM BaP,COMO 5uM BaP-NA-Arena 9-NA,208.637,207.925,202.388,201.052,208.536,242.955,204.828,199.945,183.115,308.221,173.844,160.292,181.614,163.911,174.035,167.746,178.399,165.752,172.115,191.286,167.292,167.067,186.845,129.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 10-1,319.954,365.203,338.602,319.166,394.853,322.15,429.318,334.369,329.213,244.859,285.404,251.771,261.071,286.181,296.207,279.278,266.5,252.628,290.938,352.43,245.175,236.694,279.415,341.313,289.165,925.435,773.255,638.496,563.554,697.841,260.572,308.213,261.465,298.367,321.829,639.917,99.09
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 10-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 10-3,281.348,253.407,228.663,308.177,314.828,285.764,286.347,290.63,318.847,334.804,301.522,292.01,304.479,338.951,321.434,297.998,325.074,252.757,296.183,288.883,281.796,251.789,259.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 10-4,276.656,301.887,302.404,223.272,302.741,271.099,281.395,287.067,290.957,265.848,295.684,257.872,254.423,277.453,268.99,260.519,280.475,280.554,278.125,280.395,270.237,279.712,230.129,220.717,16.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 11-1,322.764,287.139,319.55,255.89,253.909,235.863,220.041,227.048,266.126,276.544,433.063,10.844,16.449,170.799,372.062,308.61,299.285,321.188,242.457,300.005,215.84,203.729,289.746,273.647,289.67,89.9,282.877,313.602,266.809,316.835,246.886,200.172,276.18,203.819,219.283,358.104,54.178
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 11-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 11-3,181.963,180.039,184.795,171.22,155.858,157.199,172.157,165.849,140.849,147.424,225.499,214.192,164.885,153.902,147.3,168.067,159.235,165.971,175.357,160.402,179.963,218.835,163.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 11-4,199.378,186.727,190.516,171.05,182.101,183.596,176.072,182.507,192.616,165.247,176.32,163.382,181.113,169.326,158.403,168.971,154.905,159.77,155.263,183.211,196.047,161.032,160.997,147.504,10.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 12-1,243.021,461.802,429.974,390.47,400.025,467.879,442.708,463.239,440.699,367.22,408.393,467.062,417.474,452.773,455.186,442.974,371.935,503.859,480.99,514.047,528.203,437.53,465.246,398.935,492.918,476.322,517.541,503.512,495.482,539.171,527.706,514.546,493.172,381.522,490.702,512.646,61.391
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 12-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 12-3,319.605,343.317,313.949,267.744,229.319,281.194,302.345,234.129,252.093,229.33,227.581,244.078,223.863,257.496,261.936,264.462,286.693,302.459,339.948,307.785,252.329,238.636,307.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 12-4,335.75,338.802,348.993,217.915,309.311,250.949,223.806,271.47,255.017,205.582,259.909,189.5,263.977,250.344,215.472,274.695,276.977,177.077,188.355,270.09,201.056,221.591,210.333,238.143,16.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 13-1,219.852,195.741,200.073,194.279,154.041,215.658,190.733,222.416,106.575,14.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.487,173.058,129.005,93.792,127.924,100.138,122.999,148.522,99.77,126.204,105.92,11.708
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 13-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 13-3,353.434,280.803,301.013,286.415,297.517,295.52,256.466,278.071,268.525,282.548,305.094,249.063,236.572,268.607,238.582,213.765,181.071,230.733,166.485,219.314,178.5,239.784,225.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 13-4,228.095,237.7,262.697,189.788,192.9,207.587,181.427,257.596,219.518,208.443,299.202,301.225,330.216,279.102,249.916,285.047,252.041,241.674,267.756,242.509,340.131,322.339,252.401,266.707,21.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 14-1,291.584,305.468,281.68,252.049,259.58,278.786,271.249,204.918,184.846,203.536,191.744,187.547,193.942,175.106,191.68,180.328,167.392,217.88,177.354,139.66,157.558,162.16,190.136,155.583,171.092,179.534,119.267,143.748,200.941,149.13,146.42,207.507,174.715,114.577,101.204,151.574,15.32
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 14-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 14-3,204.061,199.12,181.42,186.462,195.844,177.157,178.663,178.282,177.342,203.404,164.079,155.733,185.17,212.35,168.749,167.18,183.469,176.41,140.792,184.158,141.891,165.051,211.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 14-4,248.064,314.622,285.087,209.838,196.163,171.411,194.951,157.131,171.751,196.221,211.707,175.581,208.541,185.825,184.102,162.206,163.469,190.362,167.115,186.481,184.911,182.838,158.879,193.031,10.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 15-1,205.447,196.5,251.299,240.694,242.36,239.694,238.413,244.067,258.569,218.542,221.179,215.423,211.465,207.959,212.135,222.255,205.461,225.821,210.467,209.38,211.072,213.134,222.665,219.611,219.575,186.149,210.13,224.6,209.467,196.604,187.33,178.989,203.177,183.804,187.974,165.435,8.271
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 15-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 15-3,279.031,227.596,216.066,273.86,253.915,206.321,185.855,176.363,204.033,202.412,135.922,140.904,183.814,138.342,115.038,146.532,142.578,144.45,214.182,131.396,176.083,217.693,222.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 15-4,140.191,170.706,190.468,178.467,208.192,199.069,164.658,151.503,175.132,175.858,243.976,225.92,234.478,229.034,202.186,182.139,164.505,199.234,150.212,195.448,228.41,203.897,134.874,151.375,12.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 16-1,189.006,175.939,182.494,196.994,266.189,181.752,212.917,210.867,256.789,200.593,205.968,224.022,202.773,173.658,180.956,200.952,176.555,191.907,206.12,203.534,163.909,192.121,170.792,211.324,180.632,177.047,194.003,184.003,254.808,177.491,162.754,185.116,184.246,186.197,186.349,181.281,17.327
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 16-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 16-3,311.386,266.716,286.661,245.193,174.343,210.156,244.445,254.492,261.457,248.698,216.391,254.843,251.335,239.349,203.885,160.488,186.471,214.327,186.373,211.059,239.02,227.559,231.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 16-4,219.384,246.777,219.564,208.298,242.751,180.141,205.302,224.866,216.871,225.051,160.667,148.664,217.626,173.604,129.946,160.918,183.491,103.77,87.581,88.847,109.072,162.113,172.745,111.106,10.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 5-1,536.451,602.617,510.247,718.41,508.768,275.706,229.941,194.775,266.441,236.154,263.304,283.692,218.406,217.663,186.796,196.244,256.592,228.175,212.542,208.361,203.33,211.407,334.519,276.011,231.582,204.631,208.011,261.554,329.022,228.005,291.763,319.394,229.446,196.534,189.868,213.751,24.891
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 5-2,250.314,267.191,238.732,230.152,202.318,213.104,257.011,246.491,193.168,184.383,209.743,189.221,196.057,196.126,219.907,183.683,250.164,248.49,158.274,185.277,162.125,114.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 5-3,265.201,307.012,354.616,305.417,254.137,255.851,245.306,262.009,398.297,257.712,277.579,231.388,181.997,236.274,237.359,321.641,293.281,242.114,214.102,232.892,235.088,272.624,227.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 5-4,301.518,389.424,387.658,395.544,453.736,349.16,306.664,418.247,450.824,466.103,445.409,323.343,305.46,295.198,355.419,316.135,292.706,247.073,378.035,459.314,405.661,495.704,424.778,490.855,51.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 6-1,235.431,238.251,277.988,302.853,231.919,281.346,262.702,261.592,258.026,234.584,244.845,244.927,266.017,225.896,215.963,244.211,225.515,246.401,236.113,247.804,252.815,266.595,232.03,285.087,249.222,290.709,369.017,352.23,410.289,389.605,344.677,372.189,405.308,344.475,307.859,322.991,31.806
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 6-2,7.582,42.431,63.86,480.141,275.214,150.345,182.538,256.188,206.473,166.392,176.852,198.282,200.308,145.259,132.812,101.073,135.941,144.028,92.988,146.864,105.394,64.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 6-3,199.294,248.189,198.752,223.818,329.747,304.655,224.525,227.526,193.511,232.907,214.64,238.66,210.681,203.939,285.372,247.948,244.549,268.288,238.665,205.814,223.075,208.452,198.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 6-4,258.156,314.459,281.453,244.339,236.114,276.474,243.797,270.912,251.165,241.369,263.949,246.61,240.262,242.567,309.764,271.755,226.977,198.179,190.232,227.407,210.736,230.094,210.08,212.984,20.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 7-1,285.688,246.261,271.776,258.325,235.896,218.236,237.938,194.91,208.352,235.749,230.673,249.835,256.775,179.778,189.493,219.291,203.896,220.636,204.72,191.561,217.58,231.748,225.388,228.705,278.234,245.529,215.804,215.578,194.237,197.545,233.038,250.138,215.22,223.365,253.105,177.83,17.198
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 7-2,11.643,15.122,4.105,8.738,74.214,109.333,21.195,22.522,15.641,222.154,289.463,303.351,342.902,297.883,230.302,227.473,285.513,224.115,248.926,39.126,19.271,121.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 7-3,272.556,243.873,238.833,263.566,240.226,234.214,238.812,216.01,218.099,206.708,191.233,195.972,202.08,202.282,178.196,200.491,208.888,206.875,191.199,188.53,209.983,237.134,214.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 7-4,277.95,291.173,362.708,359.293,257.88,291.989,282.209,245.176,188.728,218.943,217.925,251.601,187.262,239.618,225.373,240.849,232.053,213.635,199.032,222.557,313.586,226.55,231.046,228.063,16.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 8-1,240.368,271.438,302.77,234.256,247.72,203.77,284.056,279.883,237.465,230.963,187.793,251.386,268.157,267.015,239.03,271.98,266.497,277.098,189.565,248.226,221.716,293.659,290.786,264.233,239.705,258.769,302.297,236.406,261.921,268.7,243.544,201.019,284.088,261.659,226.968,249.256,19.745
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 8-2,307.965,337.608,315.535,341.314,378.406,354.246,317.861,301.544,269.376,290.178,293.299,273.734,259.38,236.966,264.828,305.883,271.311,264.581,265.489,283.072,278.848,169.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 8-3,244.323,269.943,218.887,224.024,241.296,224.699,190.835,200.566,238.487,201.52,198.81,230.41,254.858,224.297,212.12,196.453,211.116,208.871,241.321,203.445,223.258,184.642,197.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 8-4,311.159,266.384,289.239,234.29,343.039,225.215,249.419,335.903,328.964,300.435,324.845,328.429,335.407,328.694,346.401,302.059,329.395,299.102,338.455,322.294,283.163,191.777,217.723,193.028,19.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 9-1,255.51,202.497,191.714,226.143,186.822,176.054,182.302,208.012,221.033,197.638,175.173,196.908,191.287,168.4,151.47,184.288,171.724,189.289,199.665,175.864,161.993,191.595,165.295,153.548,155.189,178.676,161.734,194.253,166.008,200.105,218.168,206.034,107.814,183.541,168.401,181.071,15.555
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 9-3,191.234,228.509,197.681,222.596,190.569,230.002,230.742,189.045,208.882,196.485,208.331,207.891,214.376,169.925,184.869,223.6,175.773,237.064,186.696,194.598,173.31,179.385,198.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GO000012-F0,NA,COMO DMSO,COMO DMSO-NA-Arena 9-4,352.613,371.19,379.859,349.802,347.755,375.792,361.644,342.89,353.499,366.002,360.278,337.599,357.693,336.014,329.366,357.026,332.347,310.353,323.715,269.074,301.769,292.859,270.775,302.458,19.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
