generation,gender,treatment,ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 15-7,294.615,327.114,275.093,272.818,487.054,520.01,438.096,386.183,368.309,321.852,371.619,344.825,289.816,276.74,305.096,308.116,396.735,370.81,385.312,265.519,302.228,377.559,357.048,320.549,265.233,273.351,487.057,491.695,398.236,356.02
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 16-24,222.432,240.952,280.584,348.496,271.283,339.729,332.894,321.777,279.971,287.157,327.695,275.56,282.486,432.599,527.035,433.091,438.839,258.765,468.268,397.717,250.864,355.193,315.875,207.053,249.623,299.932,340.339,292.659,238.197,247.543
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 16-40,399.75,365.787,391.167,401.152,400.662,447.837,521.574,493.707,344.647,474.112,388.13,412.595,462.884,437.981,422.811,362.006,426.763,485.091,382.114,348.9,479.076,314.417,377.932,398.553,384.333,514.188,525.122,431.075,513.568,444.288
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 16-8,300.129,287.344,297.512,250.277,230.704,273.841,268.219,256.296,258.237,313.653,223.706,278.784,303.235,256.486,227.481,240.464,315.359,215.025,228.598,265.084,259.845,267.715,270.979,222.626,256.798,267.943,247.358,230.743,191.674,293.298
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 3-11,404.179,397.11,393.253,303.694,266.617,319.936,281.884,281.397,252.022,250.049,312.44,388.461,383.203,373.239,375.786,365.353,361.019,394.126,381.183,402.929,383.779,380.147,433.853,372.021,362.735,354.157,384.609,348.85,394.992,500.903
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 3-27,317.761,357.695,360.768,380.228,439.97,421.173,337.578,332.337,368.896,351.591,462.59,461.482,454.649,403.531,344.654,328.305,323.222,370.589,401.406,406.915,350.795,323.229,439.3,320.118,381.568,349.885,395.009,369.501,331.532,326.12
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 3-43,461.191,359.451,482.555,580.721,594.341,444.593,483.795,482.143,409.699,361.02,414.245,393.206,334.667,389.364,270.265,354.5,319.466,320.788,314.376,289.364,348.786,375.095,372.482,334.568,321.086,287.163,350.405,307.367,309.762,277.11
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 4-12,254.672,252.409,248.692,300.909,222.626,204.751,216.144,250.4,257.94,230.783,204.493,236.301,216.929,222.355,224.526,264.829,264.474,237.042,280.485,255.555,238.854,255.267,269.132,224.774,207.138,194.259,207.413,267.561,273.197,246.191
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 4-28,413.258,434.395,368.792,432.838,379.506,473.763,488.965,513.364,448.474,233.707,315.009,302.217,337.893,428.752,393.196,285.377,393.248,433.477,425.417,289.363,340.598,454.571,329.614,431.606,414.159,348.775,380.659,288.841,295.381,331.016
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 4-44,360.499,353.675,380.248,362.863,316.984,467.536,499.467,452.469,421.657,361.192,287.966,345.186,297.364,332.88,325.605,289.707,323.356,324.092,307.659,344.405,362.277,376.899,395.666,342.964,467.264,428.018,446.924,352.169,369.279,357.134
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 7-15,379.806,362.857,302.244,394.852,352.306,381.003,430.148,441.527,464.91,416.482,299.082,407.212,389.793,424.613,419.718,393.734,473.133,451.696,395.834,366.228,332.789,372.379,364.092,401.516,325.55,403.316,341.004,355.337,269.891,285.03
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 7-31,285.236,260.84,311.21,268.976,272.978,418.072,416.916,378.228,344.588,341.07,382.187,307.838,336.753,331.276,335.53,323.651,355.261,315.372,300.983,280.617,270.014,289.081,314.626,393.579,329.353,288.29,297.603,323.76,271.804,258.408
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 7-47,423.788,446.528,391.11,404.389,398.027,390.203,351.533,360.088,320.923,352.258,376.252,375.843,372.091,419.782,340.834,306.093,329.574,283.082,340.044,319.535,305.266,342.646,287.936,319.213,317.412,302.02,337.182,279.184,513.188,439.307
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 7-51,369.014,430.666,341.71,309.725,401.074,470.714,319.817,397.189,413.023,344.868,340.503,356.31,366.16,440.552,329.917,327.988,315.396,286.651,278.557,366.199,359.291,278.871,309.329,399.163,243.741,276.434,305.853,254.98,419.868,352.76
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 7-55,630.501,449.932,441.15,478.462,449.201,546.895,437.26,381.554,481.111,492.089,436.549,575.63,568.766,461.565,452.257,431.723,417.042,481.753,467.574,422.193,410.445,340.892,390.998,394.711,473.666,480.58,452.488,524.004,442.945,420.271
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 8-16,387.137,367.853,325.999,310.871,417.518,324.466,331.165,324.672,426.077,432.05,437.15,459.719,401.969,480.528,409.109,363.016,305.726,387.831,395.381,351.594,372.441,389.469,379.989,366.801,365.657,396.633,387.722,284.515,334.858,399.827
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 8-32,318.494,359.246,334.923,381.352,410.999,510.821,419.039,152.403,228.322,343.712,362.607,239.034,237.809,159.673,203.354,165.378,165.329,203.002,185.4,159.708,183.024,213.658,246.527,210.783,204.746,140.023,222.692,140.176,10.469,45.671
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 8-48,510.054,477.095,507.522,499,512.88,564.271,493.895,451.588,366.238,378.617,381.723,434.86,360.546,353.52,384.479,365.745,348.42,391.754,397.565,362.684,291.767,348.658,352.725,328.329,379.855,368.029,382.128,311.331,398.951,319.265
GO000012-F2,M,AHR DMSO,AHR DMSO-M-Arena 8-52,530.123,514.581,495.871,469.063,279.056,306.585,355.162,262.663,262.469,284.679,251.385,264.332,263.885,251.097,221.427,227.322,220.674,213.606,322.698,253.586,168.034,184.369,231.518,264.525,213.717,278.467,336.235,214.553,230.587,222.752
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 1-13,289.282,337.458,312.426,247.177,249.426,241.054,249.291,254.717,255.093,253.464,360.356,380.793,311.932,263.635,295.323,249.516,273.022,289.799,376.608,288.317,307.599,198.102,264.14,250.617,196.95,204.802,355.871,315.158,218.838,241.707
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 1-29,277.945,221.843,239.232,234.732,248.718,341.048,430.141,389.225,384.288,319.403,301.608,265.202,271.001,253.467,225.582,229.869,207.216,250.211,244.667,211.486,196.55,227.875,221.931,241.272,225.999,184.484,225.952,236.867,219.306,290.187
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 1-45,339.632,294.987,320.726,265.108,311.21,258.368,326.692,341.584,320.829,261.239,321.38,286.807,300.286,291.532,270.514,273.442,271.763,270.597,315.905,311.187,290.272,301.352,271.871,274.234,280.726,272.16,291.136,288.363,293.43,279.763
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 1-49,548.134,433.065,466.387,423.953,421.389,366.757,438.67,323.946,302.733,264.174,244.755,279.057,401.034,282.054,312.925,280.195,223.859,259.761,279.752,263.346,271.439,277.301,262.553,241.407,251.925,260.808,337.013,228.485,248.191,270.027
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 1-53,510.5,482.028,516.873,502.299,463.705,399.205,462.517,431.058,557.031,524.568,534.824,534.151,527.86,538.573,514.236,490.504,480.912,520.622,554.699,526.531,525.055,509.522,522.497,494.635,570.706,531.359,491.584,501.293,730.808,854.527
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 5-22,299.39,285.493,331.943,312.56,279.186,265.621,256.292,242.955,259.619,276.846,286.415,275.291,287.779,283.257,318.117,279.243,284.681,312.155,372.566,374.396,309.109,371.838,333.618,254.904,266.026,288.863,289.666,284.135,293.205,289
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 5-38,0,43.69,230.334,179.033,177.791,197.31,174.349,173.492,165.973,165.845,143.05,188.891,184.477,181.605,192.52,161.459,174.342,173.839,160.126,176.379,158.923,207.987,208.948,144.232,170.243,180.87,192.056,25.757,0,0
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 5-6,299.77,264.254,256.443,297.371,223.446,218.479,209.929,250.576,196.809,6.976,105.625,328.937,280.001,484.456,454.899,454.745,604.555,668.02,11.949,4.06,0,0,0,171.169,350.546,364.469,340.214,343.121,319.247,304.082
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 13-25,268.513,337.712,373.919,416.593,308.309,220.107,250.507,260.168,314.172,215.812,0,0,53.832,207.351,216.78,0,221.606,238.971,236.915,231.962,249.788,261.529,283.212,199.66,194.947,218.923,294.34,285.509,214.534,238.789
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 13-41,214.301,221.151,168.867,209.856,201.144,234.405,233.09,244.675,277.21,263.984,251.432,279.278,233.836,222.48,227.278,224.964,252.286,292.069,309.309,307.834,317.855,299.157,297.415,280.318,195.146,205.361,251.328,257.449,222.157,270.33
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 13-9,247.55,247.569,254.751,207.087,191.322,190.281,208.562,207.16,190.669,225.618,260.388,322.066,241.028,222.509,219.605,221.71,210.93,196.913,230.201,194.627,204.07,180.478,180.076,223.928,229.914,275.84,173.418,178.196,199.69,167.922
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 14-5,0,214.671,248.551,317.865,379.05,297.662,304.813,240.575,303.39,406.152,336.931,249.148,362.774,328.062,336.239,354.052,290.308,306.748,391.24,462.822,462.847,476.175,436.891,501.702,407.074,381.439,239.653,261.468,315.211,413.849
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 14-26,253.162,309.922,269.904,264,337.335,282.505,308.716,336.403,292.396,270.669,233.437,287.994,281.192,261.143,265.527,273.936,320.445,444.943,383.872,253.343,248.565,296.182,213.752,268.13,247.133,370.384,215.226,269.679,272.646,367.541
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 14-42,233.747,202.376,192.418,206.658,224.416,224.758,214.947,203.647,193.231,220.371,176.398,196.525,194.693,309.615,352.174,368.541,363.989,335.414,325.874,307.116,290.934,245.454,256.661,238.304,221.477,255.361,218.741,217.965,224.792,238.448
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 2-14,327.528,272.688,355.862,331.839,343.145,388.196,328.342,468.26,270.113,237.468,258.892,111.234,3.89,6.439,275.676,338.959,482.891,428.345,376.674,350.282,381.05,314.111,365.54,271.804,322.564,255.548,250.903,256.852,288.468,351.685
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 2-30,337.951,352.392,289.045,266.883,391.89,396.323,308.311,284.336,239.917,267.749,258.319,244.418,259.6,241.417,259.578,250.603,233.47,260.3,253.083,243.881,224.497,219.657,215.917,232.706,229.827,229.999,199.465,204.963,222.354,193.803
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 2-46,0,0,138.059,261.843,210.11,303.21,329.282,214.599,206.115,185.409,193.016,188.404,184.91,190.493,179.802,192.942,192.566,165.926,203.268,64.063,0,89.15,208.79,183.639,205.675,230.304,216.963,5.318,8.014,4.679
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 2-50,220.25,278.261,275.388,259.466,222.777,191.943,209.574,321.555,356.039,401.518,355.516,314.76,346.432,400.221,365.845,308.094,285.704,417.114,423.154,203.256,216.669,234.801,266.084,265.554,246.258,208.972,211.325,171.723,210.028,240.273
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 5-1,282.894,425.016,237.293,257.982,229.242,189.586,268.764,212.626,303.192,331.481,242.765,197.037,226.718,203.309,203.11,193.284,202.553,205.978,212.553,217.91,221.467,278.208,228.134,317.117,316.983,193.452,284.998,209.289,232.086,471.033
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 5-17,431.568,413.484,294.665,256.75,293.09,299.276,338.817,348.892,369.213,334.639,332.144,403.509,252.934,301.205,318.55,282.491,316.845,281.316,387.149,386.904,389.358,375.837,404.33,371.917,323.543,411.784,433.205,360.369,309.711,313.343
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 5-33,304.244,288.951,324.005,338.483,344.79,354.695,446.605,367.699,337.71,326.845,346.858,329.088,273.327,340.595,295.318,369.324,385.682,319.631,391.729,375.679,359.173,427.474,284.835,314.202,125.432,145.642,204.255,215.62,206.659,181.742
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 6-18,306.837,270.269,254.374,250.763,234.493,291.502,302.921,271.48,312.964,236.66,190.705,199.631,195.442,218.838,215.36,243.389,212.976,184.549,242.952,217.369,175.141,188.285,221.209,251.782,222.029,207.078,201.194,205.612,226.74,191.177
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 6-2,321.223,322.551,354.674,291.905,289.854,296.013,368.654,298.675,308.119,300.535,310.942,337.632,306.739,357.366,301.959,330.639,354.852,314.519,322.598,311.738,305.028,384.577,354.101,290.615,271.221,262.602,313.24,356.312,351.517,335.97
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 6-34,354.109,342.821,361.733,233.133,268.041,285.479,332.98,319.016,336.817,328.084,321.321,310.463,283.499,310.222,324.104,326.903,317.784,289.241,261.63,290.26,276.128,281.67,253.526,270.112,308.125,367.225,300.546,296.797,238.072,215.404
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 9-21,250.39,268.587,258.598,261.79,398.121,238.569,257.218,215.26,223.923,234.668,297.844,423.449,397.473,359.912,195.309,224.71,212.599,231.359,255.61,288.688,334.278,343.954,343.79,380.042,362.452,279.001,315.933,269.419,0,0
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 9-37,385.506,212.238,155.95,242.38,232.633,232.159,307.817,265.684,325.826,321.44,229.183,186.597,254.884,253.894,263.464,282.386,305.076,324.475,146.173,270.059,259.898,157.97,188.741,230.793,167.891,154.071,275.917,166.392,286.86,289.286
GO000012-F2,F,COMO 5然 Bap,COMO 5然 Bap-F-Arena 9-5,285.785,238.056,287.823,239.608,235.285,250.406,223.409,250.496,252.196,303.82,299.405,270.776,209.056,260.753,229.246,299.793,306.357,265.906,233.324,273.38,321.939,386.094,250.072,257.735,211.653,232.682,195.472,218.728,205.853,229.138
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 11-23,261.94,274.065,242.57,216.891,281.995,344.886,258.652,233.655,276.425,232.388,256.168,220.421,268.204,263.095,247.977,297.358,276.622,242.267,215.154,285.331,218.01,235.982,260.507,220.223,216.652,264.937,233.485,239.765,214.826,241.673
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 11-39,311.072,316.817,316.078,394.941,338.386,358.311,378.52,277.261,351.466,341.939,304.759,383.745,350.007,325.378,285.175,358.366,352.841,398.758,346.673,352.528,327.679,267.573,328.481,327.864,316.293,329.427,326.618,320.426,364.258,345.387
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 11-7,496.804,623.228,563.151,528.496,529.709,518.754,449.56,462.398,368.067,10.693,0,0,0,291.646,16.473,0,0,0,0,0,335.488,256.582,10.13,14.171,15.99,176.531,276.221,261.901,289.383,331.585
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 12-24,816.078,620.229,535.647,495.933,543.378,362.997,658.13,694.936,630.02,568.055,450.506,392.878,297.358,342.969,307.223,298.295,315.895,393.204,492.225,387.844,323.757,353.022,317.08,367.571,208.303,31.342,471.704,431.492,448.626,465.823
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 12-40,393.909,455.56,458.678,444.691,401.157,303.52,284.954,305.94,398.144,344.81,365.506,349.408,383.705,398.112,265.513,341.354,256.291,322.446,303.104,363.308,290.034,351.04,350.86,336.339,378.457,343.637,355.196,272.469,349.535,349.588
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 12-8,416.665,465.03,355.005,275.308,277.259,341.913,477.185,455.128,357.079,281.972,273.955,295.082,305.92,268.181,276.507,339.525,363.721,359.871,358.855,311.505,307.39,300.541,304.882,349.09,272.216,281.697,281.885,288.762,266.558,296.608
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 15-11,0,0,0,0,69.842,19.737,146.101,256.996,291.576,387.005,255.408,346.164,246.819,196.229,154.74,243.2,162.602,158.329,255.883,304.507,314.552,225.997,243.068,231.028,149.95,325.093,303.6,215.904,128.446,127.678
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 15-27,376.288,480.925,537.694,543.139,431.287,389.025,365.847,530.57,504.861,343.384,426.831,413.692,535.938,447.966,492.935,431.968,353.723,369.509,326.827,338.5,413.305,434.26,435.272,426.971,329.911,350.85,312.344,359.535,327.057,328.29
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 15-43,344.274,384.827,364.049,360.943,394.023,428.981,323.134,380.507,401.817,381.443,351.889,366.366,314.355,285.556,294.913,284.473,285.051,334.321,311.002,360.307,338.382,393.031,347.107,334.258,206.944,301.627,221.074,266.791,258.72,227.81
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 16-12,142.021,261.16,187.834,199.146,311.792,179.485,252.774,317.543,405.186,376.412,185.705,227.029,240.676,187.082,429.664,284.626,327.206,347.196,195.714,216.933,202.634,207.538,325.294,318.297,333.976,273.289,428.027,155.997,269.193,372.161
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 16-28,300.214,308.989,322.706,274.619,298.797,278.505,261.432,235.927,220.675,211.015,193.627,261.953,198.37,176.563,170.312,168.811,176.77,184.201,186.735,206.515,166.138,195.09,203.483,177.128,206.238,172.733,199.184,190.056,205.813,165.642
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 16-44,395.78,264.263,224.264,293.599,282.327,280.349,269.498,340.408,308.863,167.131,187.011,221.788,171.794,202.414,228.139,224.493,175.979,191.376,227.214,205.527,203.093,186.716,201.642,141.548,114.939,108.566,104.798,92.504,89.697,127.336
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 3-15,308.865,391.411,301.383,320.274,429.282,316.331,438.18,378.105,322.406,434.789,403.932,309.998,301.434,243.89,375.622,346.301,301.408,303.539,280.842,313.155,232.087,290.685,229.394,302.176,271.6,235.462,251.805,238.592,326.208,316.044
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 3-31,276.704,287.146,250.192,307.647,270.72,284.516,263.055,278.454,272.312,226.906,296.36,251.941,232.159,244.017,272.08,202.478,227.433,176.978,196.729,196.42,134.199,195.599,184.793,230.879,322.466,295.925,265.117,147.059,172.416,106.984
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 3-47,644.199,643.43,658.088,674.021,634.801,713.774,651.755,650.975,640.846,621.389,745.07,636.561,602.338,596.258,566.094,540.396,549.664,575.874,524.473,502.267,484.569,528.024,477.962,682.373,653.543,644.927,683.222,583.246,586.558,563.713
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 3-51,300.033,240.819,269.746,269.454,328.594,358.945,335.156,246.782,221.209,293.114,375.118,412.236,361.405,284.309,228.192,242.911,278.797,291.293,309.685,328.016,378.165,416.448,326.084,292.163,258.647,261.164,249.22,251.751,318.458,292.355
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 3-54,334.179,239.173,239.42,242.484,257.734,294.452,280.819,5.573,112.308,212.4,209.175,308.143,513.128,400.458,324.482,400.482,434.194,389.672,370.843,370.588,360.878,321.834,304.015,338.802,340.057,355.192,321.749,307.489,439.163,377.678
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 4-16,253.985,208.006,235.533,258.947,258.37,205.692,180.979,195.362,267.026,233.172,246.751,172.476,164.939,156.765,186.684,228.564,170.033,108.249,166.81,160.498,146.461,153.994,163.818,167.07,146.615,180.49,154.075,113.404,123.933,113.856
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 4-32,288.702,283.751,310.461,329.604,333.182,298.197,326.38,345.355,418.977,485.834,490.764,419.708,431.809,419.299,327.371,376.167,341.616,354.961,366.236,308.553,290.349,252.504,250.851,247.459,269.294,233.067,251.154,271.195,273.298,354.106
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 4-48,216.804,204.307,285.842,282.175,242.594,224.15,206.95,173.698,158.603,155.801,173.871,126.434,146.927,118.209,105.516,286.164,155.344,153.716,116.743,128.03,113.301,118.413,95.106,108.247,95.922,122.819,97.316,112.75,77.706,78.069
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 4-52,482.509,522.58,292.391,290.574,381.227,281.067,359.666,314.424,301.912,281.306,291.412,279.955,313.139,518.461,365.525,461.511,256.169,239.1,287.583,350.846,348.971,306.741,311.302,310.901,379.225,209.253,222.232,216.411,267.004,202.434
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 4-55,441.413,400.158,377.555,389.981,437.942,466.14,408.522,382.49,341.308,386.059,358.071,376.35,466.37,431.075,467.786,596.86,494.551,462.91,466.792,454.045,418.645,401.332,383.02,344.301,374.949,371.86,506.38,374.833,338.816,333.207
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 7-19,359.962,328.208,358.373,284.56,383.016,302.376,344.396,306.936,319.738,342.913,332.979,311.752,266.091,349.023,306.711,282.344,265.046,246.152,243.673,256.53,256.007,260.071,263.042,307.01,273.544,278.153,283.798,310.551,409.217,375.226
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 7-3,292.832,293.072,282.301,309.756,360.858,459.943,325.264,361.756,288.063,267.533,247.529,264.188,334.013,257.488,234.961,272.664,251.094,242.592,221.011,248.681,235.989,216.573,225.874,240.947,202.87,239.871,217.765,249.504,212.67,202.719
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 7-35,363.879,462.608,352.15,418.396,383.993,281.983,236.866,272.209,369.727,298.175,360.175,317.752,360.485,251.815,220.306,233.011,220.816,253.638,308.565,330.788,372.424,286.892,201.215,213.359,257.218,303.56,277.519,329.44,240.557,253.174
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 8-20,322.61,346.171,351.66,341.452,305.819,317.515,306.341,296.704,245.24,260.266,320.522,308.875,266.862,267.483,293.753,246.105,251.716,295.858,220.89,196.28,189.349,209.538,246.447,307.832,302.743,267.01,317.143,243.649,235.811,244.254
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 8-36,351.015,284.85,308.522,323.139,351.872,330.44,401.822,312.812,280.276,289.613,358.126,370.509,294.083,346.693,302.629,314.715,322.943,264.661,327.353,274.306,259.273,233.377,281.645,287.404,250.886,274.593,238.702,257.393,249.19,262.327
GO000012-F2,M,COMO 5然 Bap,COMO 5然 Bap-M-Arena 8-4,475.694,444.929,436.665,380.888,331.193,252.258,296.855,306.104,334.952,360.542,317.972,353.463,307.149,192.254,216.711,226.621,186.974,130.585,151.31,215.969,134.526,236.336,133.191,108.836,164.886,162.204,163.748,161.107,184.371,115.79
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 1-1,258.467,221.436,187.734,230.977,215.976,170.951,177.355,222.534,260.262,207.483,219.506,327.008,540.676,475.726,387.852,348.517,304.504,248.952,301.976,256.992,173.519,195.825,221.398,380.454,370.578,349.32,284.339,314.099,257.009,247.388
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 1-17,314.605,270.82,305.544,278.128,301.902,282.063,307.914,287.411,255.175,272.812,301.465,320.45,336.774,350.191,312.116,324.731,262.89,295.594,309.702,260.381,281.689,336.965,344.411,337.881,324.124,305.69,285.931,284.706,259.217,314.818
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 1-33,252.095,224.213,265.361,285.266,216.534,257.91,269.512,278.818,265.135,177.678,292.333,223.174,234.329,245.082,266.352,200.213,166.294,179.096,129.247,144.792,190.002,177.576,222.725,214.847,161.037,148.745,129.288,137.545,135.156,248.64
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 5-5,220.065,223.406,242.998,219.377,222.762,222.502,210.001,216.279,235.755,197.131,212.793,197.59,183.903,207.761,218.859,222.405,239.455,211.024,320.269,92.435,0,0,0,0,0,0,0,0,0,0
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 5-26,200.065,210.991,203.723,199.172,193.322,195.555,196.509,183.627,195.543,205.669,205.287,197.989,196.727,200.242,192.562,179.895,186.112,188.544,183.969,183.255,182.444,192.67,211.766,248.384,216.035,187.261,188.428,207.432,231.521,200.311
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 5-42,235.984,218.847,218.31,235.593,257.224,222.1,224.367,235.336,210.158,255.969,245.941,222.868,209.469,252.751,182.645,261.652,327.195,323.515,301.915,347.875,264.433,239.536,225.077,269.723,236.911,256.308,196.688,228.354,239.314,293.317
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 13-13,251.38,242.351,247.881,249.62,215.301,199.925,252.82,239.769,328.997,260.798,208.959,307.119,279.838,211.573,249.768,227.188,201.32,219.613,241.476,230.333,287.828,265.864,218.254,271.228,264.444,282.81,291.617,168.423,270.008,249.173
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 13-29,200.51,190.365,252.304,227.658,226.246,232.06,208.836,247.669,235.339,198.421,196.963,200.471,152.639,195.537,207.951,204.67,178.013,186.33,176.845,153.674,191.708,205.553,7.577,50.097,224.043,229.393,217.759,213.827,231.967,30.403
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 13-45,234.909,231.485,261.164,306.653,291.161,283.079,292.419,262.469,251.101,281.102,354.363,307.463,276.784,258.892,273.873,253.352,272.56,225.011,222.195,263.245,229.408,294.219,290.333,293.97,248.399,206.787,254.134,265.612,227.599,238.095
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 14-14,282.7,246.945,216.274,192.694,197.487,183.719,213.413,173.666,210.076,266.586,325.265,299.146,266.646,324.08,267.494,285.79,347.934,366.073,285.787,315.142,343.741,250.345,193.483,205.778,189.58,180.724,151.674,173.632,157.867,178.16
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 14-30,253.144,226.074,221.501,235.323,216.407,254.225,201.878,206.988,285.107,224.764,222.566,213.186,236.449,194.071,193.563,196.204,183.324,157.982,167.6,168.952,209.684,176.475,159.144,179.672,146.95,207.495,179.869,173.573,196.117,175.407
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 2-18,364.94,400.595,387.134,356.918,379.602,391.129,361.597,318.582,423.861,377.524,360.301,354.338,390.457,343.877,389.748,399.108,399.712,307.539,462.638,338.653,303.763,258.353,270.971,274.367,241.59,285.308,289.616,298.191,284.959,278.069
GO000012-F2,F,COMO DMSO,COMO DMSO-F-Arena 2-2,294.644,291.459,281.342,198.902,287.331,333.886,220.188,212.633,205.375,228.886,227.185,209.481,230.645,256.307,230.587,226.468,245.123,272.924,250.033,268.077,208.434,254.184,313.281,304.586,250.94,213.905,272.785,220.633,231.709,237.047
