generation,treatment,ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
GO000012-F1,AHR DMSO,AHR DMSO-Arena 1-0752020-528,2.128,2.189,2.179,2.057,2.408,2.259,2.069,2.199,2.131,3.311,2.564,2.726,2.786,2.557,2.232,2.099,2.326,2.409,2.255,2.27,2.175,2.322,2.261,2.159,2.328,2.708,2.513,2.169,NA
GO000012-F1,AHR DMSO,AHR DMSO-Arena 1-0752020-1227,2.757,2.606,2.79,2.518,2.856,2.849,2.724,2.672,2.965,2.81,2.836,2.778,2.866,2.856,2.807,2.843,2.936,2.866,2.8,2.725,2.633,2.99,2.827,2.383,2.972,2.649,2.917,2.783,3.315
GO000012-F1,AHR DMSO,AHR DMSO-Arena 2-0752020-528,2.285,2.192,2.051,1.962,2.053,2.041,2.149,1.886,2.24,1.951,2.068,2.084,2.039,2.198,2.062,2.544,2.059,2.19,2.298,2.834,3.109,2.824,2.77,2.553,2.602,2.828,2.659,2.539,NA
GO000012-F1,AHR DMSO,AHR DMSO-Arena 3-07062020-540,2.225,2.288,2.188,2.15,2.239,2.227,2.219,2.214,2.06,2.232,2.359,1.987,2.198,2.058,2.292,2.128,1.926,2.198,2.633,2.199,2.537,2.457,2.36,2.374,2.358,2.553,2.247,2.155,2.494
GO000012-F1,AHR DMSO,AHR DMSO-Arena 3-0752020-1134,2.519,2.162,2.358,2.41,2.373,2.233,2.253,1.834,2.157,2.206,2.392,2.008,2.325,2.229,2.432,2.142,2.19,2.41,2.302,2.414,2.393,2.643,2.303,2.401,2.603,2.377,2.36,2.383,2.585
GO000012-F1,AHR DMSO,AHR DMSO-Arena 4-07062020-540,1.891,1.754,1.955,1.94,1.843,2.072,1.98,1.889,1.969,2.001,1.712,1.935,1.855,1.793,2.12,2.061,2.112,1.992,2.021,2.103,2.093,1.884,1.999,1.998,2.085,2.064,1.874,1.789,2.027
GO000012-F1,AHR DMSO,AHR DMSO-Arena 5-0752020-1227,2.406,2.411,2.42,2.363,2.28,2.45,2.229,2.377,2.275,2.458,2.504,2.486,2.456,2.584,2.456,2.564,2.555,2.493,2.3,2.707,2.646,2.609,2.589,2.271,2.305,2.223,2.219,2.585,2.545
GO000012-F1,AHR DMSO,AHR DMSO-Arena 8-0752020-1134,2.2,2.332,2.472,2.473,2.433,2.472,2.253,2.302,2.08,2.225,2.34,2.171,2.56,2.41,2.491,2.308,2.285,2.383,2.185,2.166,2.533,2.61,2.497,2.472,2.292,2.575,2.548,2.264,2.46
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 1-0752020-528,2.128,2.189,2.179,2.057,2.408,2.259,2.069,2.199,2.131,3.311,2.564,2.726,2.786,2.557,2.232,2.099,2.326,2.409,2.255,2.27,2.175,2.322,2.261,2.159,2.328,2.708,2.513,2.169,NA
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 1-0752020-124,2.075,2.009,2.02,2.009,2.004,2.128,2.052,2.058,1.912,2.187,2.077,2.667,2.504,2.217,1.972,2.544,2.783,2.611,2.354,2.643,2.554,2.64,2.487,2.598,2.613,2.848,2.452,2.379,2.71
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 2-07062020-540,1.729,2.058,1.665,1.883,1.992,2.19,1.674,1.745,1.936,2.106,2.462,2.244,1.862,2.303,1.681,2.366,2.112,2.188,1.804,1.88,1.967,2.38,2.205,2.383,2.517,2.175,2.315,2.066,1.688
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 2-0752020-1134,2.05,2.401,2.237,2.332,2.446,2.027,2.393,2.278,2.052,2.14,2.281,2.426,2.317,2.234,2.021,2.346,2.169,2.12,2.62,2.818,2.704,2.606,2.253,2.421,2.05,2.447,2.471,2.504,2.662
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 3-07062020-540,2.225,2.288,2.188,2.15,2.239,2.227,2.219,2.214,2.06,2.232,2.359,1.987,2.198,2.058,2.292,2.128,1.926,2.198,2.633,2.199,2.537,2.457,2.36,2.374,2.358,2.553,2.247,2.155,2.494
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 3-0752020-225,2.628,2.659,2.586,2.503,2.567,2.528,2.439,2.552,2.671,2.418,2.668,2.595,2.584,2.37,2.577,2.621,2.7,2.303,2.597,2.365,2.636,3.091,2.648,2.67,2.358,2.705,2.287,2.483,2.663
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 4-0752020-528,2.202,1.935,2.076,2.477,2.458,2.233,2.073,2.085,2.145,2.245,2.234,2.209,2.244,1.87,2.221,2.244,2.025,2.403,2.354,2.303,2.29,1.851,2.084,2.217,2.358,2.229,2.026,2.254,NA
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 4-0752020-1227,2.338,2.348,2.415,2.478,2.628,2.649,2.644,2.588,2.94,3.043,2.897,3.349,3.052,2.834,3.305,3.241,2.734,2.913,2.882,2.577,3.054,2.931,2.92,3.311,2.474,2.939,2.829,3.195,2.941
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 4-0752020-225,2.324,2.209,2.195,2.175,2.305,2.161,2.343,2.596,2.814,2.561,2.704,2.922,2.503,2.694,2.755,2.506,2.712,2.557,2.613,2.715,2.831,2.735,2.904,2.745,2.519,2.731,2.743,2.324,2.847
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 5-0752020-124,2.151,2.572,2.086,2.189,2.256,2.239,2.39,2.334,2.482,2.262,2.445,2.619,2.657,2.938,2.992,2.65,2.732,2.367,2.457,2.521,1.895,2.192,2.242,2.043,1.984,1.735,2.218,2.125,2.182
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 7-0752020-1134,1.665,1.872,1.617,2.089,2.183,2.209,1.733,1.849,2.051,2.232,2.205,2.219,1.87,1.953,2.256,2.098,2.4,2.047,2.267,2.455,2.555,2.397,2.274,2.072,2.472,2.124,1.902,1.965,2.139
GO000012-F1,COMO 5然 Bap,COMO 5然 Bap-Arena 8-0752020-1227,2.119,2.084,2.296,2.297,2.48,2.48,2.329,2.585,2.828,2.742,2.413,2.507,2.469,2.74,2.682,2.37,2.739,2.608,2.403,2.763,2.407,2.403,2.575,2.547,2.285,2.601,2.553,2.725,2.379
GO000012-F1,COMO DMSO,COMO DMSO-Arena 1-07062020-540,2.1,2.009,2.368,2.289,2.221,2.156,2.259,2.573,2.539,2.052,2.322,2.453,2.35,2.454,2.604,2.724,2.857,3.154,2.89,2.841,3.063,3.297,3.116,2.237,2.839,2.713,2.799,2.395,2.69
GO000012-F1,COMO DMSO,COMO DMSO-Arena 1-0752020-1134,2.069,2.164,2.296,2.136,2.329,2.295,2.261,2.317,2.261,2.223,1.937,2.365,2.212,2.117,2.336,2.285,2.532,2.316,2.293,2.571,2.38,2.375,2.23,2.544,2.288,2.386,2.316,2.057,2.555
GO000012-F1,COMO DMSO,COMO DMSO-Arena 1-0752020-225,2.25,2.155,2.564,2.339,2.689,2.8,2.611,2.9,2.603,2.52,2.403,2.061,2.217,2.304,2.668,2.394,2.739,3.019,2.674,3.094,2.362,2.931,2.869,3.197,2.946,2.98,3.161,3.059,3.143
GO000012-F1,COMO DMSO,COMO DMSO-Arena 2-07062020-540,1.729,2.058,1.665,1.883,1.992,2.19,1.674,1.745,1.936,2.106,2.462,2.244,1.862,2.303,1.681,2.366,2.112,2.188,1.804,1.88,1.967,2.38,2.205,2.383,2.517,2.175,2.315,2.066,1.688
GO000012-F1,COMO DMSO,COMO DMSO-Arena 2-0752020-225,2.47,2.669,2.545,2.705,2.731,2.607,2.712,2.801,2.74,2.8,2.856,3.235,3.175,2.971,3.2,2.588,2.689,2.569,2.774,2.836,2.397,2.741,2.863,2.737,3.088,2.508,2.957,2.825,2.948
GO000012-F1,COMO DMSO,COMO DMSO-Arena 3-0752020-528,2.229,2.268,2.281,2.105,2.32,2.099,2.245,2.272,2.402,2.236,2.598,2.41,2.392,2.397,2.19,2.404,2.336,2.149,2.329,2.491,2.576,2.438,2.207,2.628,2.629,2.44,2.532,2.127,NA
GO000012-F1,COMO DMSO,COMO DMSO-Arena 3-0752020-1227,2.498,2.284,2.592,2.62,2.568,2.498,2.667,2.622,2.1,2.599,2.592,2.836,2.618,2.917,3.074,2.82,2.944,2.994,3.236,2.805,2.63,2.817,2.953,3.014,3.226,2.856,2.459,2.709,2.409
GO000012-F1,COMO DMSO,COMO DMSO-Arena 4-0752020-528,2.202,1.935,2.076,2.477,2.458,2.233,2.073,2.085,2.145,2.245,2.234,2.209,2.244,1.87,2.221,2.244,2.025,2.403,2.354,2.303,2.29,1.851,2.084,2.217,2.358,2.229,2.026,2.254,NA
GO000012-F1,COMO DMSO,COMO DMSO-Arena 4-0752020-124,2.819,2.841,2.639,2.211,2.803,2.559,2.622,2.687,3.254,2.873,2.841,2.824,2.976,2.973,2.939,2.962,3.269,2.52,2.404,2.567,2.97,2.65,2.873,2.493,2.691,2.772,2.746,3.077,2.771
GO000012-F1,COMO DMSO,COMO DMSO-Arena 6-0752020-1134,2.163,2.244,2.394,2.71,2.474,2.373,2.404,2.403,2.245,2.4,2.473,2.392,2.406,2.325,2.295,2.232,2.362,2.326,2.386,2.585,2.207,2.55,2.224,2.254,2.268,2.331,2.195,2.124,2.248
GO000012-F1,COMO DMSO,COMO DMSO-Arena 7-0752020-1227,2.212,2.549,2.707,2.943,2.492,2.599,2.68,2.84,2.435,2.85,2.612,2.393,2.739,2.652,2.689,2.382,2.479,2.51,2.595,2.419,2.649,2.648,2.734,2.343,2.328,2.738,2.57,2.543,2.826
GO000012-F1,COMO DMSO,COMO DMSO-Arena 8-0752020-124,2.236,2.55,2.578,2.115,2.454,2.242,2.583,2.521,2.661,2.424,2.49,2.631,2.845,2.436,2.208,2.763,2.585,2.562,2.558,2.657,2.637,2.761,2.702,2.782,2.608,2.829,2.916,2.837,3.058
