generation,gender,treatment,ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 5-25,328.338,287.921,282.509,265.393,250.048,260.907,266.514,268.686,190.38,204.334,219.332,223.734,212.555,248.1,178.004,241.52,237.207,189.736,182.076,243.046,245.247,215.17,182.473,172.865,190.118,177.043,197.773,218.774,215.475,226.692
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 5-41,206.745,251.734,281.38,316.114,283.269,277.673,250.434,250.477,377.349,285.673,359.256,305.179,285.007,215.133,275.288,253.207,265.115,318.202,299.381,280.041,284.331,255.682,300.808,259.886,209.668,267.871,272.438,292.067,260.419,305.699
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 5-53,199.717,278.02,243.019,256.666,266.465,236.453,243.269,239.292,253.333,279.908,260.437,239.378,223.841,234.928,309.231,339.024,318.396,352.578,338.097,281.003,226.627,221.298,208.31,271.323,343.485,280.728,322.889,266.174,247.99,339.644
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 5-9,320.535,266.499,303.167,495.174,399.103,451.177,386.365,312.663,294.899,296.037,308.451,432.94,320.345,427.842,352.709,225.349,324.097,403.377,438.53,534.184,370.81,294.623,373.282,440.001,423.864,449.742,460.493,377.56,361.534,217.791
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 6-5,452.681,345.59,345.792,363.006,367.275,233.058,365.124,327.714,271.501,392.673,295.856,347.668,305.69,195.676,230.319,271.311,410.861,237.973,273.223,276.416,491.593,501.068,301.374,271.935,399.876,321.839,324.815,303.259,207.63,298.133
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 6-26,357.487,339.205,282.169,257.708,244.548,275.699,254.35,309.794,210.662,240.988,277.689,247.559,244.966,224.523,276.56,211.279,270.659,219.583,201.415,275.088,206.301,188.255,197.547,222.178,280.727,209.044,225.825,172.413,166.673,157.395
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 6-42,314.183,264.9,282.225,391.074,307.223,347.566,285.141,272.615,345.726,308.946,316.338,362.829,371.699,295.882,368.728,335.877,355.727,308.968,288.616,314.054,262.698,320.867,298.703,228.086,260.906,305.245,324.998,316.25,226.856,255.839
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 6-54,211.95,229.052,198.244,210.408,186.936,210.123,241.84,278.09,358.749,278.29,211.36,275.471,319.145,257.66,222.944,278.934,244.569,257.738,319.802,229.273,184.825,209.712,173.965,249.819,221.98,233.089,196.956,215.892,198.211,176.554
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 9-13,208.338,363.999,380.913,221.109,287.054,383.766,249.567,227.279,296.359,144.072,229.204,177.906,163.488,219.646,206.496,201.265,200.433,181.375,201.259,163.417,155.082,236.46,345.411,388.233,362.448,323.854,326.445,263.438,328.999,210.718
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 9-29,169.13,194.122,127.868,137.652,170.441,140.869,168.577,169.936,203.625,231.25,239.832,161.164,213.221,225.181,163.412,192.989,194.333,205.736,185.014,169.567,169.878,159.36,157.52,171.514,150.538,153.954,175.655,119.082,171.745,177.688
GO000012-F1,F,AHR 5然 Bap,AHR 5然 Bap-F-Arena 9-45,214.07,257.318,182.596,249.007,351.376,332.93,187.075,209.829,178.096,203.338,268.994,316.536,326.054,326.688,245.681,267.694,292.026,247.244,245.629,271.924,334.947,283.253,373.899,260.654,267.604,161.362,179.928,208.118,252.555,278.582
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 11-15,248.102,169.605,170.304,148.599,151.016,141.846,199.658,179.817,158.526,176.29,176.728,182.185,182.903,151.39,116.255,129.09,240.522,288.45,315.439,118.941,0,0,0,0,0,0,61.962,141.131,145.411,146.59
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 11-31,254.411,249.378,337.853,291.901,364.72,363.079,352.349,294.387,232.211,276.553,235.101,287.957,242.678,224.245,264.206,314.683,221.688,279.027,252.857,359.057,373.472,366.728,392.797,359.909,291.386,263.828,561.491,518.073,424.58,331.884
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 11-47,377.544,376.554,363.375,322.142,374.689,430,438.897,430.801,374.01,304.446,319.261,310.973,319.535,303.187,292.281,281.553,301.475,284.797,291.987,274.895,269.021,301.783,279.473,285.686,279.987,296.536,291.717,270.462,258.271,278.624
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 12-16,239.285,255.218,323.892,356.137,250.861,217.837,241.772,234.806,219.255,270.632,312.927,264.708,190.783,259.04,209.623,199.752,218.303,216.782,265.824,225.723,171.826,214.383,255.829,238.622,256.158,236.799,271.482,237.331,193.703,150.756
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 12-32,269.92,300.846,103.956,232.797,207.043,282.211,329.556,346.758,325.03,341.793,376.443,350.41,403.26,404.923,369.073,389.898,435.739,459.706,376.927,361.069,395.83,250.524,164.859,345.001,409.18,399.089,389.74,444.133,377.852,438.315
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 12-48,292.329,288.019,232.568,201.655,227.555,275.461,232.459,196.203,148.797,232.349,207.4,229.59,206.928,239.954,179.364,172.468,149.226,160.145,156.012,142.68,140.894,125.092,129.931,143.514,145.824,129.049,126.766,98.366,116.081,113.244
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 15-19,291.874,303.528,293.348,304.614,334.197,396.362,352.16,433.588,302.172,220.961,256.298,234.984,233.057,219.859,237.05,229.218,238.72,239.868,229.9,239.315,238.835,229.392,243.431,249.956,242.764,223.355,243.528,232.153,307.734,276.348
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 15-3,483.06,418.267,312.322,326.067,296.641,246.161,199.275,312.046,210.792,189.897,275.557,251.535,345.308,441.493,297.857,189.86,249.916,309.451,211.614,307.483,182.654,275.965,257.051,278.451,276.649,220.115,195.615,203.234,276.984,260.089
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 15-35,396.567,409.318,389.829,343.959,380.588,354.635,320.165,382.983,393.119,420.508,237.315,256.988,211.354,208.438,205.887,228.106,211.932,256.715,238.976,352.246,240.107,234.5,275.797,294.12,250.195,248.203,234.098,169.056,186.866,178.544
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 16-20,307.169,292.422,258.878,267.447,231.968,247.704,284.084,283.498,260.051,256.049,285.576,232.633,244.472,242.367,232.137,237.491,218.372,264.162,205.595,217.859,202.034,234.677,185.301,247.178,211.46,208.815,200.429,206.607,177.167,237.571
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 16-36,444.398,430.086,537.807,434.136,458.654,402.401,296.653,335.226,387.395,290.285,374.729,293.409,238.957,293.157,337.462,243.384,282.568,278.384,269.246,263.503,283.294,319.963,228.353,248.42,250.741,293.691,250.796,324.709,279.617,319.508
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 16-4,542.274,487.454,251.306,192.228,247.82,187.852,239.136,230.862,252.347,317.288,286.083,226.986,413.898,322.753,357.732,352.277,227.111,154.856,156.966,155.8,148.591,119.499,178.999,134.106,113.077,114.233,142.601,86.972,183.494,139.485
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 3-23,299.143,275.554,233.757,253.068,224.275,179.206,284.523,241.345,206.108,184.679,231.721,229.333,182.445,242.803,232.164,198.09,223.308,157.393,213.214,256.992,164.795,215.759,231.793,178.345,200.915,199.536,220.516,224.3,185.359,178.474
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 3-39,491.779,506.281,464.349,463.794,444.66,429.971,362.916,366.766,394.065,427.181,402.444,349.38,327.576,312.699,466.085,397.693,357.796,349.53,366.621,346.694,314.242,352.982,384.806,324.117,304.562,309.76,296.478,264.887,378.095,328.667
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 3-51,565.636,537.112,534.172,677.827,604.578,674.944,648.075,640.653,666.899,652.66,641.355,616.022,668.353,674.485,495.647,549.859,574.984,555.123,577.929,491.182,422.078,505.26,502.103,405.78,353.731,412.744,282.232,342.506,340.247,469.912
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 3-7,324.294,399.582,395.974,323.581,345.76,352.921,350.242,379.992,411.605,357.804,308.348,301.026,303.351,293.24,272.98,263.412,259.198,267.231,269.165,237.174,261.444,239.074,246.971,248.14,260.286,260.021,250.992,260.103,266.119,255.053
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 4-24,293.502,385.302,276.463,265.655,183.023,280.426,350.905,350.556,351.397,237.619,246.471,252.824,270.528,220.617,236.411,209.955,250.868,225.855,303.778,312.051,269.021,299.347,310.617,204.829,263.596,259.099,278.958,290.695,202.917,249.334
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 4-40,408.75,423.666,404.54,377.298,371.928,309.245,271.943,274.916,276.433,341.654,370.068,353.671,350.023,319.826,76.864,31.041,258.949,178.808,234.798,255.566,152.491,257.61,195.219,221.515,296.527,220.147,401.023,224.832,206.551,275.248
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 4-52,435.766,370.55,376.117,434.264,427.711,446.676,384.036,319.592,350.555,347.05,325.83,352.018,331.491,330.295,311.089,339.81,354.842,339.711,337.997,309.329,321.254,292.109,342.683,335.125,309.019,303.792,317.288,324.742,315.516,332.22
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 4-8,369.026,316.977,318.104,274.228,296.376,290.376,296.689,312.248,285.945,319.204,325.32,281.306,252.612,290.3,247.134,290.493,231.894,286.882,263.67,239.936,196.599,298.822,234.426,219.568,306.591,276.351,270.546,292.551,321.674,331.248
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 7-11,411.742,328.859,239.655,249.322,290.609,380.493,309.016,219.357,218.286,201.155,279.611,370.202,258.095,231.585,203.779,196.368,193.655,199.061,183.57,280.424,232.332,191.284,184.504,194.394,224.133,208.224,207.948,201.078,219.23,214.762
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 7-27,457.461,427.472,488.968,517.836,550.528,497.396,387.077,369.959,411.574,422.745,432.936,346.814,393.25,367.669,432.827,386.687,405.541,396.359,541.209,544.012,576.263,567.794,515.566,499.64,555.874,575.333,605.372,590.662,518.368,514.016
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 7-43,426.795,385.646,476.335,401.452,403.232,439.159,314.525,401.946,478.964,485.572,444.538,521.552,303.311,371.772,251.738,234.009,233.264,244.192,219.728,187.652,416.763,241.418,205.343,221.991,211.923,196.485,165.667,166.85,192.815,206.922
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 7-55,333.653,313.823,307.695,339.192,328.162,380.716,343.742,332.06,386.537,421.489,478.574,348.579,458.747,370.103,515.277,469.952,480.242,479.84,273.475,422.802,357.162,307.346,362.719,315.869,290.385,308.349,323.815,260.99,250.373,277.002
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 8-12,297.005,327.787,285.633,279.939,293.503,305.003,333.795,284.869,283.87,294.017,290.244,299.569,317.593,320.491,304.431,319.285,308.952,262.948,302.1,252.084,243.654,298.709,284.877,260.621,258.068,290.344,240.573,313.377,326.339,284.198
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 8-28,345.273,326.175,307.06,392.612,376.698,200.366,378.656,197.442,253.238,193.161,205.548,227.992,266.855,218.723,260.022,285.52,256.034,311.005,302.768,321.154,231.432,354.237,208.724,214.055,222.168,230.425,194.484,347.153,329.613,377.144
GO000012-F1,M,AHR 5然 Bap,AHR 5然 Bap-M-Arena 8-44,276.489,245.339,236.459,184.296,223.967,231.394,223.349,178.955,205.457,250.848,267.574,253.406,263.595,282.578,213.368,235.24,266.94,187.303,224.267,225.343,226.559,220.004,212.361,230.632,238.309,221.189,216.469,204.701,204.916,194.273
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 1-25,281.102,265.996,217.823,262.362,230.813,263.518,223.414,245.265,253.731,251.529,242.788,244.246,245.645,252.868,248.743,247.345,259.263,240.023,247.315,212.026,220.015,244.063,246.21,252.282,262.18,274.059,277.18,277.135,267.237,266.706
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 1-9,460.77,371.349,370.6,342.58,349.695,264.941,453.647,335.307,317.488,423.239,415.466,309.206,466.694,531.134,419.201,334.458,379.245,336.99,359.154,315.18,473.762,471.836,396.964,325.926,393.374,360.653,333.09,348.086,309.767,317.161
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 5-18,391.197,435.261,373.22,287.297,331.421,308.914,347.307,346.446,283.031,241.478,271.563,273.501,291.829,284.742,244.841,270.092,239.173,247.932,265.275,338.249,332.871,311.217,238.732,240.602,238.219,324.795,248.408,316.286,241.167,271.825
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 5-2,311.364,329.052,281.468,273.122,300.864,367.6,361.462,274.224,286.851,246.903,276.039,251.462,279.265,334.751,300.547,367.175,300.029,363.988,387.345,393.266,419.068,410.968,375.294,404.143,403.881,419.175,359.37,378.733,451.296,390.907
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 5-34,463.413,493.448,446.332,416.817,327.471,342.72,407.185,357.533,317.468,355.624,429.061,379.185,300.023,339.302,353.873,374.734,369.14,361.864,317.376,370.062,399.796,306.259,354.74,332.933,344.968,312.742,332.21,343.021,315.372,362.884
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 13-21,350.902,292.643,283.135,312.298,293.536,300.5,269.723,334.243,248.975,296.918,266.28,260.004,191.629,222.432,228.469,232.417,206.311,245.355,317.578,294.528,314.725,307.893,318.833,385.715,353.44,308.646,263.312,249.76,232.389,218.357
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 13-5,229.946,255.809,230.95,215.458,246.228,230.083,200.874,210.368,249.829,179.005,173.234,268.449,188.784,231.753,226.025,275.401,181.232,241.967,267.731,251.281,244.811,253.371,251.138,247.956,240.68,237.02,239.707,244.424,197.009,245.279
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 14-22,241.208,207.362,235.612,219.652,202.072,205.925,189.785,199.438,206.875,185.72,186.412,183.62,177.509,161.694,180.797,181.644,194.997,181.735,187.176,203.615,210.678,214.737,201.73,199.74,125.981,165.725,189.421,233.172,177.981,172.935
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 14-6,283.21,262.764,285.576,291.165,232.208,254.85,240.054,291.049,297.479,289.003,252.423,262.331,287.171,219.191,221.682,229.239,200.918,234.553,218.465,221.158,226.383,277.423,300.102,258.725,248.329,237.631,226.732,209.775,237.919,246.654
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 2-5,313.916,317.325,492.186,552.653,547.496,537.594,302.853,346.295,425.877,558.3,442.256,303.992,277.025,289.966,499.957,541.31,565.546,536.757,555.76,525.461,292.932,283.983,299.923,267.624,442.981,311.553,335.794,394.73,545.419,508.677
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 2-26,270.044,272.707,272.845,303.298,251.775,285.656,287.528,297.146,266.429,242.322,252.913,229.068,279.695,268.313,273.049,247.551,226.848,242.938,287.528,201.96,252.129,296.746,297.119,211.123,217.7,305.977,251.208,278.467,260.249,269.842
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 5-13,373.26,240.927,215.185,258.375,173.669,229.738,221.537,244.118,225.527,213.412,246.306,202.484,241.863,262.561,242.009,226.362,241.875,224.868,251.985,248.08,249.558,239.512,272.007,266.185,229.946,242.008,267.788,239.42,355.851,269.688
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 5-29,265.78,275.995,260.719,252.168,235.073,225.454,234.571,255.724,320.953,280.714,269.186,251.543,272.024,274.643,266.462,259.862,260.668,260.939,374.412,289.576,286.587,319.349,310.945,294.584,275.035,326.478,286.685,268.898,302.357,308.915
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 6-14,374.471,383.629,393.806,327.001,347.666,335.004,349.57,338.131,403.293,377.098,366.216,303.598,224.155,349.261,308.546,300.572,293.996,269.734,274.491,245.863,250.288,247.699,313.144,340.513,348.779,271.41,298.348,238.334,241.854,337.081
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 6-30,290.544,293.926,317.524,304.27,342.51,302.373,384.949,331.375,266.951,299.821,282.933,288.816,268.602,242.945,300.938,335.114,335.514,338.074,329.42,243.666,322.662,368.763,380.873,404.788,419.877,410.194,398.876,411.544,351.205,406.216
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 9-1,386.998,317.3,289.494,337.833,350.663,335.574,355.909,310.567,347.935,210.831,234.489,302.781,333.338,288.322,280.423,353.387,257.29,260.933,283.65,276.431,339.737,284.34,321.975,290.401,309.135,276.017,239.33,225.973,272.461,230.755
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 9-17,267.979,309.067,314.374,292.9,253.23,289.474,289.584,310.16,322.665,337.699,338.682,309.917,351.671,355.49,328.365,302.402,273.94,340.351,371.795,351.378,341.23,385.24,324.26,308.952,313.241,321.065,330.689,325.737,325.787,353.522
GO000012-F1,F,AHR DMSO,AHR DMSO-F-Arena 9-33,366.504,315.375,317.763,321.18,358.893,365.424,353.867,261.473,295.835,298.707,292.674,284.547,341.518,356.133,299.374,249.374,276.118,269.562,311.244,312.731,278.194,257.102,277.292,290.362,256.844,282.782,361.273,411.317,381.092,377.357
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 11-19,408.013,454.146,459.682,418.438,368.118,355.919,355.145,315.648,364.513,359.099,360.883,360.633,336.942,295.744,304.02,293.542,307.057,294.112,312.806,321.206,352.276,317.663,322.296,267.795,344.628,318.328,342.084,299.343,315.608,358.402
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 11-3,0,6.4,403.917,21.386,25.302,0,186.914,223.745,138.81,184.294,209.039,307.769,17.307,5.777,8.414,0,0,0,114.308,157.752,207.048,11.939,7.927,9.16,10.482,0,0,0,0,0
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 11-35,463.418,493.936,509.753,494.351,469.057,436.86,484.187,457.817,332.888,413.763,466.605,308.869,413.93,464.641,438.925,408.533,401.366,393.777,358.673,380.142,241.876,264.497,340.902,438.68,445.773,334.802,333.656,382.347,410.536,367.387
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 12-20,598.362,542.317,376.472,370.307,342.924,400.915,568.691,473.005,415.02,438.334,282.393,387.03,607.986,424.631,287.107,515.293,576.809,185.83,421.922,314.734,442.025,394.391,257.789,222.509,268.844,353.676,386.283,368.473,379.288,408.494
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 12-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 12-4,393.28,409.024,418.484,353.522,407.078,402.225,470.662,403.534,374.905,302.378,289.807,342.144,493.362,450.739,314.662,252.979,310.462,346.056,320.237,389.713,330.391,295.112,229.118,207.644,236.09,251.283,224.698,270.222,248.622,193.186
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 15-23,341.601,358.238,336.334,337.534,344.799,269.212,435.042,514.11,525.94,446.633,387.106,428.649,432.645,465.61,479.88,467.543,460.265,467.908,449.116,347.561,300.701,464.913,387.379,391.223,420.553,414.958,355.984,205.41,330.039,371.474
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 15-7,321.269,324.597,335.672,231.542,258.042,308.616,189.25,248.633,189.398,217.822,210.261,168.9,215.356,228.722,183.622,138.626,148.458,145.69,194.296,392.792,283.313,202.235,201.437,185.577,281.001,149.853,364.013,374.218,159.401,377.094
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 16-24,351.23,274.037,329.045,380.216,342.084,336.818,372.605,386.22,386.2,371.437,351.316,339.701,432.094,358.811,379.009,367.086,342.052,263.902,276.892,420.257,373.601,305.88,333.134,227.954,397.285,442.981,395.84,280.014,339.012,362.438
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 16-8,348.733,363.059,391.413,349.434,362.686,372.799,406.394,386.736,275.06,400.232,322.379,265.938,235.892,288.393,306.901,274.2,354.437,302.288,357.497,337.064,267.234,306.863,340.041,324.497,285.705,221.502,290.851,299.335,266.699,271.528
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 3-11,544.232,548.128,470.635,515.34,436.922,524.521,480.583,534.024,506.334,529.448,520.048,464.428,490.204,474.22,562.435,481.606,555.804,518.445,435.837,491.12,465.66,527.039,475.544,538.578,488.676,440.089,461.09,458.786,433.7,484.616
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 3-27,382.768,341.634,413.728,465.123,438.217,358.324,400.555,399.691,430.238,410.433,368.368,265.007,385.626,328.397,356.296,371.729,369.624,376.97,376.853,260.619,320.975,353.466,410.05,435.121,445.143,442.324,456.282,461.063,453.762,468.793
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 4-12,466.527,461.41,459.962,359.22,393.59,442.788,380.154,312.09,405.647,306.804,285.976,272.158,261.865,313.745,283.146,345.935,351.066,282.569,197.066,270.771,245.845,285.429,252.586,237.339,280.067,245.77,264.614,266.315,290.726,362.022
GO000012-F1,M,AHR DMSO,AHR DMSO-M-Arena 4-28,461.117,392.026,493.739,379.875,458.62,483.492,504.595,449.742,461.27,460.085,413.524,400.942,322.848,257.254,317.698,312.676,357.338,361.791,379.05,388.876,371.51,353.999,405.762,429.787,381.973,344.539,243.757,247,270.51,219.426
