"SampleID"	"SampleIDExtra"	"Treatments"	"Generation"	"Sex"	"Morpholino"	"Exposure"	"FishNumber"	"Tissue"	"RunID"	"Length_mm"	"Weight_g"
"162"	"BaP_0046"	"BaP_0046"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	18	"Fecal"	"s166"	43	0.876
"163"	"BaP_0047"	"BaP_0047"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	19	"Fecal"	"s167"	44	1.12
"164"	"BaP_0048"	"BaP_0048"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	20	"Fecal"	"s168"	45	1.073
"165"	"BaP_0049"	"BaP_0049"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	21	"Fecal"	"s169"	44	0.988
"166"	"BaP_0050"	"BaP_0050"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	22	"Fecal"	"s170"	41	0.823
"167"	"BaP_0051"	"BaP_0051"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	23	"Fecal"	"s171"	45	1.338
"168"	"BaP_0052"	"BaP_0052"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	24	"Fecal"	"s172"	40	0.742
"169"	"BaP_0081"	"BaP_0081"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	25	"Fecal"	"s173"	43	1.168
"170"	"BaP_0083"	"BaP_0083"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	27	"Fecal"	"s175"	47	1.447
"171"	"BaP_0084"	"BaP_0084"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	28	"Fecal"	"s176"	42	0.826
"172"	"BaP_0085"	"BaP_0085"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	29	"Fecal"	"s177"	50	1.342
"173"	"BaP_0086"	"BaP_0086"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	30	"Fecal"	"s178"	42	0.989
"174"	"BaP_0087"	"BaP_0087"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	31	"Fecal"	"s179"	43	1.289
"175"	"BaP_0088"	"BaP_0088"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	32	"Fecal"	"s180"	45	1.013
"176"	"BaP_0117"	"BaP_0117"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	33	"Fecal"	"s181"	46	1.272
"177"	"BaP_0118"	"BaP_0118"	"CoMo_DMSO"	"F1"	"M"	"CoMo"	"DMSO"	34	"Fecal"	"s182"	40	0.822
"178"	"BaP_0119"	"BaP_0119"	"CoMo_DMSO"	"F1"	"F"	"CoMo"	"DMSO"	35	"Fecal"	"s183"	43	1.135
"179"	"BaP_0121"	"BaP_0121"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	37	"Fecal"	"s185"	45	1.377
"180"	"BaP_0122"	"BaP_0122"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	38	"Fecal"	"s186"	42	0.825
"181"	"BaP_0123"	"BaP_0123"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	39	"Fecal"	"s187"	46	1.48
"182"	"BaP_0124"	"BaP_0124"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	40	"Fecal"	"s188"	40	0.48
"183"	"BaP_0443"	"BaP_0443"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	41	"Fecal"	"s191"	46	1.18
"184"	"BaP_0444"	"BaP_0444"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	42	"Fecal"	"s192"	41	0.787
"185"	"BaP_0445"	"BaP_0445"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	43	"Fecal"	"s193"	45	1.189
"186"	"BaP_0446"	"BaP_0446"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	44	"Fecal"	"s194"	40	0.823
"187"	"BaP_0447"	"BaP_0447"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	45	"Fecal"	"s195"	44	1.835
"188"	"BaP_0448"	"BaP_0448"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	46	"Fecal"	"s196"	41	0.919
"189"	"BaP_0549"	"BaP_0549"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	47	"Fecal"	"s197"	44	1.33
"190"	"BaP_0550"	"BaP_0550"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	48	"Fecal"	"s198"	38	0.65
"191"	"BaP_0551"	"BaP_0551"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	49	"Fecal"	"s199"	44	0.966
"192"	"BaP_0552"	"BaP_0552"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	50	"Fecal"	"s200"	42	0.807
"193"	"BaP_0553"	"BaP_0553"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	51	"Fecal"	"s201"	46	1.537
"194"	"BaP_0554"	"BaP_0554"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	52	"Fecal"	"s202"	40	0.667
"195"	"BaP_0555"	"BaP_0555"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	53	"Fecal"	"s203"	44	0.866
"196"	"BaP_0556"	"BaP_0556"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	54	"Fecal"	"s204"	39	0.536
"197"	"BaP_0657"	"BaP_0657"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	55	"Fecal"	"s205"	44	1.137
"198"	"BaP_0658"	"BaP_0658"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	56	"Fecal"	"s206"	44	0.93
"199"	"BaP_0659"	"BaP_0659"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	57	"Fecal"	"s207"	42	1.043
"200"	"BaP_0660"	"BaP_0660"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	58	"Fecal"	"s208"	41	0.747
"201"	"BaP_0661"	"BaP_0661"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	59	"Fecal"	"s209"	43	1.01
"202"	"BaP_0662"	"BaP_0662"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	60	"Fecal"	"s210"	44	1.016
"203"	"BaP_0663"	"BaP_0663"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	61	"Fecal"	"s211"	46	1.394
"204"	"BaP_0664"	"BaP_0664"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	62	"Fecal"	"s212"	41	0.82
"205"	"BaP_0765"	"BaP_0765"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	63	"Fecal"	"s213"	43	1.042
"206"	"BaP_0766"	"BaP_0766"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	64	"Fecal"	"s214"	42	1.021
"207"	"BaP_0767"	"BaP_0767"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	65	"Fecal"	"s215"	42	1.076
"208"	"BaP_0768"	"BaP_0768"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	66	"Fecal"	"s216"	42	0.861
"209"	"BaP_0769"	"BaP_0769"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	67	"Fecal"	"s217"	45	1.37
"210"	"BaP_0770"	"BaP_0770"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	68	"Fecal"	"s218"	40	0.732
"211"	"BaP_0771"	"BaP_0771"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	69	"Fecal"	"s219"	45	1.273
"212"	"BaP_0772"	"BaP_0772"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	70	"Fecal"	"s220"	40	0.663
"213"	"BaP_0017"	"BaP_0017"	"CoMo_BaP"	"F1"	"F"	"CoMo"	"BaP"	71	"Fecal"	"s221"	43	1.341
"214"	"BaP_0018"	"BaP_0018"	"CoMo_BaP"	"F1"	"M"	"CoMo"	"BaP"	72	"Fecal"	"s222"	40	0.783
"215"	"BaP_0019"	"BaP_0019"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	73	"Fecal"	"s223"	46	1.13
"216"	"BaP_0020"	"BaP_0020"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	74	"Fecal"	"s224"	42	0.918
"217"	"BaP_0021"	"BaP_0021"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	75	"Fecal"	"s225"	42	1.147
"218"	"BaP_0022"	"BaP_0022"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	76	"Fecal"	"s226"	47	1.122
"219"	"BaP_0023"	"BaP_0023"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	77	"Fecal"	"s227"	49	1.671
"220"	"BaP_0024"	"BaP_0024"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	78	"Fecal"	"s228"	40	0.764
"221"	"BaP_0053"	"BaP_0053"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	79	"Fecal"	"s229"	47	1.262
"222"	"BaP_0054"	"BaP_0054"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	80	"Fecal"	"s230"	45	1.077
"223"	"BaP_0055"	"BaP_0055"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	81	"Fecal"	"s231"	50	1.607
"224"	"BaP_0056"	"BaP_0056"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	82	"Fecal"	"s232"	39	0.6
"225"	"BaP_0057"	"BaP_0057"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	83	"Fecal"	"s233"	41	1.333
"226"	"BaP_0058"	"BaP_0058"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	84	"Fecal"	"s234"	43	0.875
"227"	"BaP_0059"	"BaP_0059"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	85	"Fecal"	"s235"	46	1.303
"228"	"BaP_0060"	"BaP_0060"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	86	"Fecal"	"s236"	42	0.826
"229"	"BaP_0091"	"BaP_0091"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	87	"Fecal"	"s237"	45	1.182
"230"	"BaP_0092"	"BaP_0092"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	88	"Fecal"	"s238"	41	0.776
"231"	"BaP_0093"	"BaP_0093"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	89	"Fecal"	"s239"	44	1.196
"232"	"BaP_0094"	"BaP_0094"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	90	"Fecal"	"s240"	44	1.016
"233"	"BaP_0095"	"BaP_0095"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	91	"Fecal"	"s241"	46	1.464
"234"	"BaP_0096"	"BaP_0096"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	92	"Fecal"	"s242"	42	0.793
"235"	"BaP_0125"	"BaP_0125"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	93	"Fecal"	"s243"	43	1.189
"236"	"BaP_0126"	"BaP_0126"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	94	"Fecal"	"s244"	39	0.687
"237"	"BaP_0127"	"BaP_0127"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	95	"Fecal"	"s245"	47	1.226
"238"	"BaP_0128"	"BaP_0128"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	96	"Fecal"	"s246"	40	0.776
"239"	"BaP_0129"	"BaP_0129"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	97	"Fecal"	"s247"	44	1.392
"240"	"BaP_0130"	"BaP_0130"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	98	"Fecal"	"s248"	43	0.967
"241"	"BaP_0131"	"BaP_0131"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	99	"Fecal"	"s249"	44	1.112
"242"	"BaP_0132"	"BaP_0132"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	100	"Fecal"	"s250"	45	1.003
"243"	"BaP_0450"	"BaP_0450"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	102	"Fecal"	"s252"	41	0.798
"244"	"BaP_0451"	"BaP_0451"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	103	"Fecal"	"s253"	42	1.295
"245"	"BaP_0452"	"BaP_0452"	"AHR2Mo_DMSO"	"F1"	"M"	"AHR2Mo"	"DMSO"	104	"Fecal"	"s254"	43	0.943
"246"	"BaP_0453"	"BaP_0453"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	105	"Fecal"	"s255"	43	0.928
"247"	"BaP_0454"	"BaP_0454"	"AHR2Mo_DMSO"	"F1"	"F"	"AHR2Mo"	"DMSO"	107	"Fecal"	"s256"	45	1.354
"248"	"BaP_0455"	"BaP_0455"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	109	"Fecal"	"s257"	45	1.221
"249"	"BaP_0456"	"BaP_0456"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	110	"Fecal"	"s258"	37	0.58
"250"	"BaP_0557"	"BaP_0557"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	111	"Fecal"	"s259"	46	1.568
"251"	"BaP_0558"	"BaP_0558"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	112	"Fecal"	"s260"	47	0.599
"252"	"BaP_0559"	"BaP_0559"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	113	"Fecal"	"s261"	40	0.864
"253"	"BaP_0560"	"BaP_0560"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	114	"Fecal"	"s262"	40	0.749
"254"	"BaP_0561"	"BaP_0561"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	115	"Fecal"	"s263"	40	0.807
"255"	"BaP_0562"	"BaP_0562"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	116	"Fecal"	"s264"	40	0.812
"256"	"BaP_0563"	"BaP_0563"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	117	"Fecal"	"s265"	45	1.315
"257"	"BaP_0564"	"BaP_0564"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	118	"Fecal"	"s266"	38	0.527
"258"	"BaP_0665"	"BaP_0665"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	119	"Fecal"	"s267"	41	1.063
"259"	"BaP_0666"	"BaP_0666"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	120	"Fecal"	"s268"	40	0.688
"260"	"BaP_0667"	"BaP_0667"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	121	"Fecal"	"s269"	44	1.251
"261"	"BaP_0668"	"BaP_0668"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	122	"Fecal"	"s270"	42	0.771
"262"	"BaP_0669"	"BaP_0669"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	123	"Fecal"	"s271"	42	1.024
"263"	"BaP_0670"	"BaP_0670"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	124	"Fecal"	"s272"	44	0.902
"264"	"BaP_0671"	"BaP_0671"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	125	"Fecal"	"s273"	42	0.945
"265"	"BaP_0672"	"BaP_0672"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	126	"Fecal"	"s274"	38	0.618
"266"	"BaP_0773"	"BaP_0773"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	127	"Fecal"	"s275"	41	0.944
"267"	"BaP_0774"	"BaP_0774"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	128	"Fecal"	"s276"	40	0.747
"268"	"BaP_0775"	"BaP_0775"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	129	"Fecal"	"s277"	42	1.037
"269"	"BaP_0776"	"BaP_0776"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	130	"Fecal"	"s278"	41	0.745
"270"	"BaP_0777"	"BaP_0777"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	131	"Fecal"	"s279"	44	1.155
"271"	"BaP_0778"	"BaP_0778"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	132	"Fecal"	"s280"	42	1.009
"272"	"BaP_0779"	"BaP_0779"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	133	"Fecal"	"s281"	43	0.965
"273"	"BaP_0780"	"BaP_0780"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	134	"Fecal"	"s282"	39	0.718
"274"	"BaP_0099"	"BaP_0099"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	135	"Fecal"	"s285"	48	1.663
"275"	"BaP_0100"	"BaP_0100"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	136	"Fecal"	"s286"	41	0.811
"276"	"BaP_0101"	"BaP_0101"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	137	"Fecal"	"s287"	47	1.37
"277"	"BaP_0102"	"BaP_0102"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	138	"Fecal"	"s288"	40	0.624
"278"	"BaP_0103"	"BaP_0103"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	139	"Fecal"	"s289"	44	1.067
"279"	"BaP_0104"	"BaP_0104"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	140	"Fecal"	"s290"	40	0.673
"280"	"BaP_0133"	"BaP_0133"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	141	"Fecal"	"s291"	44	1.321
"281"	"BaP_0134"	"BaP_0134"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	142	"Fecal"	"s292"	41	0.912
"282"	"BaP_0135"	"BaP_0135"	"AHR2Mo_BaP"	"F1"	"F"	"AHR2Mo"	"BaP"	143	"Fecal"	"s293"	45	1.213
"283"	"BaP_0136"	"BaP_0136"	"AHR2Mo_BaP"	"F1"	"M"	"AHR2Mo"	"BaP"	144	"Fecal"	"s294"	41	0.767
"284"	"BaP_0137"	"BaP_0137"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	1	"Fecal"	"s295"	40.5	1.425
"285"	"BaP_0138"	"BaP_0138"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	2	"Fecal"	"s296"	37.5	0.812
"286"	"BaP_0139"	"BaP_0139"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	3	"Fecal"	"s297"	34	1.436
"287"	"BaP_0140"	"BaP_0140"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	4	"Fecal"	"s298"	31	0.595
"288"	"BaP_0025"	"BaP_0025"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	5	"Fecal"	"s299"	36	1.202
"289"	"BaP_0026"	"BaP_0026"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	6	"Fecal"	"s300"	36.5	0.89
"290"	"BaP_0027"	"BaP_0027"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	7	"Fecal"	"s301"	34	0.699
"291"	"BaP_0028"	"BaP_0028"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	8	"Fecal"	"s302"	34.5	0.785
"292"	"BaP_0029"	"BaP_0029"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	9	"Fecal"	"s303"	41	1.376
"293"	"BaP_0030"	"BaP_0030"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	10	"Fecal"	"s304"	33	0.705
"294"	"BaP_0031"	"BaP_0031"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	11	"Fecal"	"s305"	38.5	1.587
"295"	"BaP_0032"	"BaP_0032"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	12	"Fecal"	"s306"	37	0.869
"296"	"BaP_0061"	"BaP_0061"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	13	"Fecal"	"s307"	32	0.806
"297"	"BaP_0062"	"BaP_0062"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	14	"Fecal"	"s308"	34.5	0.844
"298"	"BaP_0063"	"BaP_0063"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	15	"Fecal"	"s309"	40	1.685
"299"	"BaP_0064"	"BaP_0064"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	16	"Fecal"	"s310"	37.5	0.775
"300"	"BaP_0065"	"BaP_0065"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	17	"Fecal"	"s311"	42	1.675
"301"	"BaP_0066"	"BaP_0066"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	18	"Fecal"	"s312"	34	0.682
"302"	"BaP_0067"	"BaP_0067"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	19	"Fecal"	"s313"	37	0.829
"303"	"BaP_0068"	"BaP_0068"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	20	"Fecal"	"s314"	37.5	0.743
"304"	"BaP_0033"	"BaP_0033"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	21	"Fecal"	"s315"	37	1.153
"305"	"BaP_0034"	"BaP_0034"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	22	"Fecal"	"s316"	32	0.699
"306"	"BaP_0035"	"BaP_0035"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	23	"Fecal"	"s317"	40	0.942
"307"	"BaP_0036"	"BaP_0036"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	24	"Fecal"	"s318"	38	0.772
"308"	"BaP_0465"	"BaP_0465"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	25	"Fecal"	"s319"	41	1.563
"309"	"BaP_0466"	"BaP_0466"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	26	"Fecal"	"s320"	35	0.802
"310"	"BaP_0467"	"BaP_0467"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	27	"Fecal"	"s321"	38	1.495
"311"	"BaP_0468"	"BaP_0468"	"CoMo_DMSO"	"F2"	"M"	"CoMo"	"DMSO"	29	"Fecal"	"s322"	37	1.213
"312"	"BaP_0069"	"BaP_0069"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	31	"Fecal"	"s323"	38.5	1.407
"313"	"BaP_0070"	"BaP_0070"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	33	"Fecal"	"s324"	33	0.906
"314"	"BaP_0071"	"BaP_0071"	"CoMo_DMSO"	"F2"	"F"	"CoMo"	"DMSO"	35	"Fecal"	"s325"	37	1.167
"315"	"BaP_0072"	"BaP_0072"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	37	"Fecal"	"s326"	37	0.996
"316"	"BaP_0573"	"BaP_0573"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	38	"Fecal"	"s327"	34	0.612
"317"	"BaP_0574"	"BaP_0574"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	39	"Fecal"	"s328"	34.5	1.162
"318"	"BaP_0575"	"BaP_0575"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	40	"Fecal"	"s329"	38	0.88
"319"	"BaP_0576"	"BaP_0576"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	41	"Fecal"	"s330"	45	1.384
"320"	"BaP_0106"	"BaP_0106"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	42	"Fecal"	"s331"	33.5	0.639
"321"	"BaP_0105"	"BaP_0105"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	43	"Fecal"	"s332"	37	0.96
"322"	"BaP_0107"	"BaP_0107"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	44	"Fecal"	"s333"	30.5	0.547
"323"	"BaP_0108"	"BaP_0108"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	45	"Fecal"	"s334"	38	1.296
"324"	"BaP_0681"	"BaP_0681"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	46	"Fecal"	"s335"	37	0.812
"325"	"BaP_0097"	"BaP_0097"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	47	"Fecal"	"s336"	38.5	1.267
"326"	"BaP_0683"	"BaP_0683"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	48	"Fecal"	"s337"	33.5	0.74
"327"	"BaP_0141"	"BaP_0141"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	49	"Fecal"	"s338"	40	1.529
"328"	"BaP_0143"	"BaP_0143"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	50	"Fecal"	"s339"	38	0.742
"329"	"BaP_0144"	"BaP_0144"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	51	"Fecal"	"s340"	33	0.841
"330"	"BaP_0789"	"BaP_0789"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	52	"Fecal"	"s341"	32	0.712
"331"	"BaP_0790"	"BaP_0790"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	53	"Fecal"	"s342"	39	1.533
"332"	"BaP_0791"	"BaP_0791"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	54	"Fecal"	"s343"	35.5	0.911
"333"	"BaP_0792"	"BaP_0792"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	55	"Fecal"	"s344"	34.5	0.899
"334"	"BaP_0673"	"BaP_0673"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	56	"Fecal"	"s345"	35	0.699
"335"	"BaP_0674"	"BaP_0674"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	57	"Fecal"	"s346"	37	1.325
"336"	"BaP_0675"	"BaP_0675"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	58	"Fecal"	"s347"	36	0.785
"337"	"BaP_0676"	"BaP_0676"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	59	"Fecal"	"s348"	33	0.876
"338"	"BaP_0677"	"BaP_0677"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	60	"Fecal"	"s349"	33	0.713
